id,annee,departement,parti,bloc_politique,n_loc_local,n_loc_national,n_intl,n_loc_total,n_per,scale_score,has_intl,dominant_scale
EL066_L_1973_03_035_06_1_PF_02,1973,Ille-et-Vilaine,non mentionnÃ©,non classé,0,1,4,5,2,1.8,True,supranational
EL066_L_1973_03_035_06_1_PF_03,1973,Ille-et-Vilaine,Union populaire et victoire du programme commun,non classé,1,0,1,2,7,1.0,True,local
EL066_L_1973_03_035_06_1_PF_04,1973,Ille-et-Vilaine,Le retard de la Bretagne s'accentue,non classé,1,23,0,24,2,0.9583333333333334,False,national
EL066_L_1973_03_035_06_1_PF_05,1973,Ille-et-Vilaine,Changer la vie,non classé,0,0,0,0,3,,False,inconnu
EL066_L_1973_03_036_01_1_PF_01,1973,Indre,Union populaire et victoire du programme commun,non classé,1,0,0,1,7,0.0,False,local
EL066_L_1973_03_036_01_1_PF_02,1973,Indre,non mentionnÃ©,non classé,1,5,0,6,47,0.8333333333333334,False,national
EL066_L_1973_03_036_01_1_PF_03,1973,Indre,Union de la gauche dÃ©mocrate et socialiste,gauche,3,0,0,3,13,0.0,False,local
EL066_L_1973_03_036_01_1_PF_04,1973,Indre,non mentionnÃ©,non classé,1,0,0,1,6,0.0,False,local
EL066_L_1973_03_036_01_1_PF_05,1973,Indre,non mentionnÃ©,non classé,4,3,2,9,5,0.7777777777777778,True,local
EL066_L_1973_03_036_02_1_PF_01,1973,Indre,Union populaire et victoire du programme commun,non classé,4,0,0,4,4,0.0,False,local
EL066_L_1973_03_036_02_1_PF_02,1973,Indre,non mentionnÃ©,non classé,1,6,0,7,47,0.8571428571428571,False,national
EL066_L_1973_03_036_02_1_PF_03,1973,Indre,Union de la gauche socialiste et dÃ©mocrate,gauche,2,3,0,5,5,0.6,False,national
EL066_L_1973_03_036_02_1_PF_04,1973,Indre,non mentionnÃ©,non classé,3,0,3,6,6,1.0,True,local
EL066_L_1973_03_036_02_1_PF_05,1973,Indre,DÃ©fense des intÃ©rÃªts Ã©conomiques et des institutions,non classé,0,1,0,1,6,1.0,False,national
EL066_L_1973_03_036_03_1_PF_01,1973,Indre,Union populaire et victoire du programme commun,non classé,4,0,0,4,4,0.0,False,local
EL066_L_1973_03_036_03_1_PF_02,1973,Indre,Union de la gauche socialiste et dÃ©mocrate,gauche,2,3,0,5,5,0.6,False,national
EL066_L_1973_03_036_03_1_PF_03,1973,Indre,MajoritÃ© prÃ©sidentielle,non classé,1,4,1,6,10,1.0,True,national
EL066_L_1973_03_036_03_1_PF_04,1973,Indre,non mentionnÃ©,non classé,1,1,2,4,4,1.25,True,supranational
EL066_L_1973_03_037_01_1_PF_01,1973,Indre-et-Loire,Union populaire et victoire du programme commun,non classé,1,1,0,2,7,0.5,False,local
EL066_L_1973_03_037_01_1_PF_02,1973,Indre-et-Loire,non mentionnÃ©,non classé,1,5,0,6,46,0.8333333333333334,False,national
EL066_L_1973_03_037_01_1_PF_03,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,1,0,3,12,0.3333333333333333,False,local
EL066_L_1973_03_037_01_1_PF_04,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,21,8,31,5,1.1935483870967742,True,national
EL066_L_1973_03_037_01_1_PF_05,1973,Indre-et-Loire,Changement dans le calme,non classé,1,3,2,6,3,1.1666666666666667,True,national
EL066_L_1973_03_037_02_1_PF_01,1973,Indre-et-Loire,Union populaire et victoire du programme commun,non classé,2,0,0,2,5,0.0,False,local
EL066_L_1973_03_037_02_1_PF_02,1973,Indre-et-Loire,Pouvoir des travailleurs,gauche,0,1,1,2,7,1.5,True,supranational
EL066_L_1973_03_037_02_1_PF_03,1973,Indre-et-Loire,non mentionnÃ©,non classé,0,1,0,1,8,1.0,False,national
EL066_L_1973_03_037_02_1_PF_04,1973,Indre-et-Loire,non mentionnÃ©,non classé,4,2,1,7,6,0.5714285714285714,True,local
EL066_L_1973_03_037_02_1_PF_05,1973,Indre-et-Loire,non mentionnÃ©,non classé,1,4,1,6,16,1.0,True,national
EL066_L_1973_03_037_02_1_PF_06,1973,Indre-et-Loire,non mentionnÃ©,non classé,4,1,0,5,6,0.2,False,local
EL066_L_1973_03_037_03_1_PF_01,1973,Indre-et-Loire,Union populaire et victoire du programme commun,non classé,2,0,0,2,11,0.0,False,local
EL066_L_1973_03_037_03_1_PF_02,1973,Indre-et-Loire,Vivre mieux changer la vie,non classé,1,0,0,1,6,0.0,False,local
EL066_L_1973_03_037_03_1_PF_03,1973,Indre-et-Loire,non mentionnÃ©,non classé,1,2,1,4,5,1.0,True,national
EL066_L_1973_03_037_03_1_PF_04,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,0,2,4,6,1.0,True,local
EL066_L_1973_03_037_03_1_PF_05,1973,Indre-et-Loire,Changement dans le calme,non classé,2,2,1,5,15,0.8,True,local
EL066_L_1973_03_037_03_1_PF_06,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,5,0,7,3,0.7142857142857143,False,national
EL066_L_1973_03_037_03_1_PF_07,1973,Indre-et-Loire,non mentionnÃ©,non classé,3,4,0,7,10,0.5714285714285714,False,national
EL066_L_1973_03_037_04_1_PF_01,1973,Indre-et-Loire,Union populaire et victoire du programme commun,non classé,2,0,0,2,4,0.0,False,local
EL066_L_1973_03_037_04_1_PF_02,1973,Indre-et-Loire,Pouvoir des travailleurs,gauche,0,2,1,3,7,1.3333333333333333,True,national
EL066_L_1973_03_037_04_1_PF_03,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,3,2,7,7,1.0,True,national
EL066_L_1973_03_037_04_1_PF_04,1973,Indre-et-Loire,non mentionnÃ©,non classé,1,3,0,4,5,0.75,False,national
EL066_L_1973_03_037_04_1_PF_05,1973,Indre-et-Loire,non mentionnÃ©,non classé,2,0,1,3,4,0.6666666666666666,True,local
EL066_L_1973_03_038_01_1_PF_01,1973,IsÃ¨re,non mentionnÃ©,non classé,0,2,2,4,6,1.5,True,supranational
EL066_L_1973_03_038_01_1_PF_02,1973,IsÃ¨re,Union populaire et victoire du programme commun de gouvernement,non classé,0,3,0,3,3,1.0,False,national
EL066_L_1973_03_038_01_1_PF_03,1973,IsÃ¨re,En finir avec la sociÃ©tÃ© actuelle,non classé,0,5,1,6,7,1.1666666666666667,True,national
EL066_L_1973_03_038_01_1_PF_04,1973,IsÃ¨re,non mentionnÃ©,non classé,0,7,0,7,47,1.0,False,national
EL066_L_1973_03_038_01_1_PF_05,1973,IsÃ¨re,non mentionnÃ©,non classé,0,5,1,6,4,1.1666666666666667,True,national
EL066_L_1973_03_038_01_1_PF_06,1973,IsÃ¨re,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,2,7,5,1.2857142857142858,True,national
EL066_L_1973_03_038_01_1_PF_07,1973,IsÃ¨re,Pour l'homme par des rÃ©formes dans le calme,non classé,0,2,1,3,3,1.3333333333333333,True,national
EL066_L_1973_03_038_02_1_PF_01,1973,IsÃ¨re,Changement dans le calme,non classé,0,2,1,3,3,1.3333333333333333,True,national
EL066_L_1973_03_038_02_1_PF_02,1973,IsÃ¨re,non mentionnÃ©,non classé,0,6,2,8,18,1.25,True,national
EL066_L_1973_03_038_02_1_PF_03,1973,IsÃ¨re,non mentionnÃ©,non classé,0,10,1,11,9,1.0909090909090908,True,national
EL066_L_1973_03_038_02_1_PF_04,1973,IsÃ¨re,Mieux vivre et rester libre,non classé,0,5,2,7,9,1.2857142857142858,True,national
EL066_L_1973_03_038_02_1_PF_05,1973,IsÃ¨re,non mentionnÃ©,non classé,0,2,1,3,8,1.3333333333333333,True,national
EL066_L_1973_03_038_02_1_PF_06,1973,IsÃ¨re,non mentionnÃ©,non classé,0,3,2,5,11,1.4,True,national
EL066_L_1973_03_038_02_1_PF_07,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,1,0,1,4,1.0,False,national
EL066_L_1973_03_038_03_1_PF_01,1973,IsÃ¨re,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,0,5,3,1.0,False,national
EL066_L_1973_03_038_03_1_PF_02,1973,IsÃ¨re,Pour l'homme par des rÃ©formes dans le calme,non classé,0,2,3,5,4,1.6,True,supranational
EL066_L_1973_03_038_03_1_PF_03,1973,IsÃ¨re,Soutien de la Ve RÃ©publique,non classé,0,11,2,13,4,1.1538461538461537,True,national
EL066_L_1973_03_038_03_1_PF_04,1973,IsÃ¨re,non mentionnÃ©,non classé,0,4,0,4,4,1.0,False,national
EL066_L_1973_03_038_03_1_PF_05,1973,IsÃ¨re,non mentionnÃ©,non classé,0,7,0,7,43,1.0,False,national
EL066_L_1973_03_038_03_1_PF_06,1973,IsÃ¨re,En finir avec la sociÃ©tÃ© actuelle,non classé,0,5,1,6,4,1.1666666666666667,True,national
EL066_L_1973_03_038_03_1_PF_07,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,2,0,2,9,1.0,False,national
EL066_L_1973_03_038_04_1_PF_01,1973,IsÃ¨re,non mentionnÃ©,non classé,0,1,0,1,4,1.0,False,national
EL066_L_1973_03_038_04_1_PF_02,1973,IsÃ¨re,non mentionnÃ©,non classé,0,3,1,4,5,1.25,True,national
EL066_L_1973_03_038_04_1_PF_03,1973,IsÃ¨re,non mentionnÃ©,non classé,0,1,0,1,9,1.0,False,national
EL066_L_1973_03_038_04_1_PF_04,1973,IsÃ¨re,En finir avec la sociÃ©tÃ© actuelle,non classé,0,6,1,7,5,1.1428571428571428,True,national
EL066_L_1973_03_038_04_1_PF_05,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,2,0,2,6,1.0,False,national
EL066_L_1973_03_038_04_1_PF_06,1973,IsÃ¨re,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,2,7,4,1.2857142857142858,True,national
EL066_L_1973_03_038_05_1_PF_01,1973,IsÃ¨re,Union de la gauche socialiste et dÃ©mocrate,gauche,0,3,2,5,6,1.4,True,national
EL066_L_1973_03_038_05_1_PF_02,1973,IsÃ¨re,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,0,3,0,3,2,1.0,False,national
EL066_L_1973_03_038_05_1_PF_03,1973,IsÃ¨re,Changement dans le calme,non classé,0,3,4,7,5,1.5714285714285714,True,supranational
EL066_L_1973_03_038_05_1_PF_04,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,4,4,8,3,1.5,True,supranational
EL066_L_1973_03_038_05_1_PF_05,1973,IsÃ¨re,non mentionnÃ©,non classé,0,7,0,7,46,1.0,False,national
EL066_L_1973_03_038_06_1_PF_01,1973,IsÃ¨re,Changement profond dans le calme,non classé,0,2,1,3,3,1.3333333333333333,True,national
EL066_L_1973_03_038_06_1_PF_02,1973,IsÃ¨re,non mentionnÃ©,non classé,0,1,0,1,4,1.0,False,national
EL066_L_1973_03_038_06_1_PF_03,1973,IsÃ¨re,non mentionnÃ©,non classé,0,7,0,7,43,1.0,False,national
EL066_L_1973_03_038_06_1_PF_04,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,2,0,2,8,1.0,False,national
EL066_L_1973_03_038_06_1_PF_05,1973,IsÃ¨re,non mentionnÃ©,non classé,0,5,2,7,4,1.2857142857142858,True,national
EL066_L_1973_03_038_07_1_PF_01,1973,IsÃ¨re,Union de la gauche socialiste et dÃ©mocrate,gauche,0,6,1,7,6,1.1428571428571428,True,national
EL066_L_1973_03_038_07_1_PF_02,1973,IsÃ¨re,non mentionnÃ©,non classé,0,5,3,8,11,1.375,True,national
EL066_L_1973_03_038_07_1_PF_03,1973,IsÃ¨re,non mentionnÃ©,non classé,0,4,0,4,5,1.0,False,national
EL066_L_1973_03_038_07_1_PF_04,1973,IsÃ¨re,non mentionnÃ©,non classé,0,1,1,2,4,1.5,True,supranational
EL066_L_1973_03_038_07_1_PF_05,1973,IsÃ¨re,Union populaire et victoire du programme commun,non classé,0,2,0,2,7,1.0,False,national
EL066_L_1973_03_039_01_1_PF_01,1973,Jura,Union populaire et victoire du programme commun,non classé,1,1,0,2,6,0.5,False,local
EL066_L_1973_03_039_01_1_PF_02,1973,Jura,En finir avec la sociÃ©tÃ© actuelle,non classé,3,1,1,5,5,0.6,True,local
EL066_L_1973_03_039_01_1_PF_03,1973,Jura,non mentionnÃ©,non classé,1,0,0,1,4,0.0,False,local
EL066_L_1973_03_039_01_1_PF_04,1973,Jura,Union de la gauche socialiste et dÃ©mocrate,gauche,9,3,1,13,4,0.38461538461538464,True,local
EL066_L_1973_03_039_01_1_PF_05,1973,Jura,non mentionnÃ©,non classé,2,2,0,4,4,0.5,False,local
EL066_L_1973_03_039_01_1_PF_06,1973,Jura,non mentionnÃ©,non classé,0,2,0,2,6,1.0,False,national
EL066_L_1973_03_039_01_1_PF_07,1973,Jura,Changement dans le calme,non classé,1,3,2,6,3,1.1666666666666667,True,national
EL066_L_1973_03_039_02_1_PF_01,1973,Jura,Union populaire et victoire du programme commun,non classé,1,1,0,2,8,0.5,False,local
EL066_L_1973_03_039_02_1_PF_02,1973,Jura,non mentionnÃ©,non classé,1,6,0,7,45,0.8571428571428571,False,national
EL066_L_1973_03_039_02_1_PF_03,1973,Jura,Union de la gauche socialiste et dÃ©mocrate,gauche,2,4,1,7,6,0.8571428571428571,True,national
EL066_L_1973_03_039_02_1_PF_04,1973,Jura,non mentionnÃ©,non classé,5,5,1,11,3,0.6363636363636364,True,local
EL066_L_1973_03_039_02_1_PF_05,1973,Jura,non mentionnÃ©,non classé,3,1,0,4,3,0.25,False,local
EL066_L_1973_03_039_02_1_PF_06,1973,Jura,Union pour le changement,non classé,2,1,0,3,6,0.3333333333333333,False,local
EL066_L_1973_03_040_01_1_PF_01,1973,Landes,non mentionnÃ©,non classé,2,4,2,8,12,1.0,True,national
EL066_L_1973_03_040_01_1_PF_02,1973,Landes,non mentionnÃ©,non classé,0,9,0,9,10,1.0,False,national
EL066_L_1973_03_040_01_1_PF_03,1973,Landes,non mentionnÃ©,non classé,2,2,1,5,6,0.8,True,local
EL066_L_1973_03_040_01_1_PF_04,1973,Landes,Changement profond mais dans le calme,non classé,1,0,0,1,3,0.0,False,local
EL066_L_1973_03_040_01_1_PF_05,1973,Landes,non mentionnÃ©,non classé,0,3,1,4,5,1.25,True,national
EL066_L_1973_03_040_01_1_PF_06,1973,Landes,Union populaire et victoire du programme commun,non classé,2,2,0,4,9,0.5,False,local
EL066_L_1973_03_040_02_1_PF_01,1973,Landes,Union populaire et victoire du programme commun,non classé,2,1,0,3,4,0.3333333333333333,False,local
EL066_L_1973_03_040_02_1_PF_02,1973,Landes,non mentionnÃ©,non classé,1,6,0,7,27,0.8571428571428571,False,national
EL066_L_1973_03_040_02_1_PF_03,1973,Landes,non mentionnÃ©,non classé,2,1,1,4,6,0.75,True,local
EL066_L_1973_03_040_02_1_PF_04,1973,Landes,Une Ã©quipe pour une action Ã©conomique,non classé,0,0,0,0,4,,False,inconnu
EL066_L_1973_03_040_02_1_PF_05,1973,Landes,Changement profond dans le calme,non classé,3,2,0,5,5,0.4,False,local
EL066_L_1973_03_040_03_1_PF_01,1973,Landes,Union populaire et victoire du programme commun,non classé,3,2,0,5,9,0.4,False,local
EL066_L_1973_03_040_03_1_PF_02,1973,Landes,non mentionnÃ©,non classé,2,2,0,4,9,0.5,False,local
EL066_L_1973_03_040_03_1_PF_03,1973,Landes,non mentionnÃ©,non classé,0,0,0,0,4,,False,inconnu
EL066_L_1973_03_040_03_1_PF_04,1973,Landes,non mentionnÃ©,non classé,1,3,6,10,4,1.5,True,supranational
EL066_L_1973_03_041_01_1_PF_01,1973,Loir-et-Cher,non mentionnÃ©,non classé,1,1,3,5,6,1.4,True,supranational
EL066_L_1973_03_041_01_1_PF_02,1973,Loir-et-Cher,En finir avec la sociÃ©tÃ© actuelle,non classé,0,1,1,2,6,1.5,True,supranational
EL066_L_1973_03_041_01_1_PF_03,1973,Loir-et-Cher,Pouvoir des travailleurs,gauche,0,2,1,3,5,1.3333333333333333,True,national
EL066_L_1973_03_041_01_1_PF_04,1973,Loir-et-Cher,Union populaire et victoire du programme commun,non classé,3,1,0,4,6,0.25,False,local
EL066_L_1973_03_041_01_1_PF_05,1973,Loir-et-Cher,Changement dans le calme,non classé,1,1,1,3,4,1.0,True,local
EL066_L_1973_03_041_01_1_PF_06,1973,Loir-et-Cher,non mentionnÃ©,non classé,2,1,5,8,6,1.375,True,supranational
EL066_L_1973_03_041_02_1_PF_01,1973,Loir-et-Cher,non mentionnÃ©,non classé,1,5,0,6,47,0.8333333333333334,False,national
EL066_L_1973_03_041_02_1_PF_02,1973,Loir-et-Cher,non mentionnÃ©,non classé,1,4,0,5,3,0.8,False,national
EL066_L_1973_03_041_02_1_PF_03,1973,Loir-et-Cher,non mentionnÃ©,non classé,0,3,0,3,4,1.0,False,national
EL066_L_1973_03_041_02_1_PF_04,1973,Loir-et-Cher,Union de la gauche socialiste et dÃ©mocrate,gauche,1,2,1,4,4,1.0,True,national
EL066_L_1973_03_041_02_1_PF_05,1973,Loir-et-Cher,non mentionnÃ©,non classé,0,6,2,8,3,1.25,True,national
EL066_L_1973_03_041_02_1_PF_06,1973,Loir-et-Cher,Union populaire et victoire du programme commun,non classé,1,0,0,1,4,0.0,False,local
EL066_L_1973_03_041_03_1_PF_01,1973,Loir-et-Cher,Union de la gauche socialiste et dÃ©mocrate,gauche,2,0,0,2,2,0.0,False,local
EL066_L_1973_03_041_03_1_PF_02,1973,Loir-et-Cher,non mentionnÃ©,non classé,1,4,0,5,7,0.8,False,national
EL066_L_1973_03_041_03_1_PF_03,1973,Loir-et-Cher,non mentionnÃ©,non classé,1,1,2,4,5,1.25,True,supranational
EL066_L_1973_03_041_03_1_PF_04,1973,Loir-et-Cher,Union populaire et victoire du programme commun,non classé,1,1,0,2,4,0.5,False,local
EL066_L_1973_03_042_01_1_PF_01,1973,Loire,Union populaire et victoire du programme commun,non classé,4,2,0,6,8,0.3333333333333333,False,local
EL066_L_1973_03_042_01_1_PF_02,1973,Loire,Changement dans le calme,non classé,2,2,1,5,7,0.8,True,local
EL066_L_1973_03_042_01_1_PF_03,1973,Loire,Sauver la France,non classé,0,3,2,5,4,1.4,True,national
EL066_L_1973_03_042_01_1_PF_04,1973,Loire,non mentionnÃ©,non classé,2,3,2,7,4,1.0,True,national
EL066_L_1973_03_042_01_1_PF_05,1973,Loire,non mentionnÃ©,non classé,3,3,0,6,5,0.5,False,local
EL066_L_1973_03_042_01_1_PF_06,1973,Loire,non mentionnÃ©,non classé,2,5,0,7,44,0.7142857142857143,False,national
EL066_L_1973_03_042_01_1_PF_07,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,0,1,0,1,8,1.0,False,national
EL066_L_1973_03_042_02_1_PF_01,1973,Loire,non mentionnÃ©,non classé,4,9,0,13,9,0.6923076923076923,False,national
EL066_L_1973_03_042_02_1_PF_02,1973,Loire,Sauver la France,non classé,1,6,2,9,5,1.1111111111111112,True,national
EL066_L_1973_03_042_02_1_PF_03,1973,Loire,non mentionnÃ©,non classé,4,5,1,10,7,0.7,True,national
EL066_L_1973_03_042_02_1_PF_04,1973,Loire,non mentionnÃ©,non classé,1,3,1,5,6,1.0,True,national
EL066_L_1973_03_042_02_1_PF_05,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,0,5,7,1.0,False,national
EL066_L_1973_03_042_02_1_PF_06,1973,Loire,Pouvoir des travailleurs,gauche,0,2,1,3,7,1.3333333333333333,True,national
EL066_L_1973_03_042_02_1_PF_07,1973,Loire,En finir avec la sociÃ©tÃ© actuelle vers l'autogestion,non classé,1,5,1,7,11,1.0,True,national
EL066_L_1973_03_042_02_1_PF_08,1973,Loire,non mentionnÃ©,non classé,1,1,0,2,21,0.5,False,local
EL066_L_1973_03_042_02_1_PF_09,1973,Loire,Union populaire et victoire du programme commun,non classé,4,2,0,6,7,0.3333333333333333,False,local
EL066_L_1973_03_042_02_1_PF_10,1973,Loire,non mentionnÃ©,non classé,2,3,0,5,2,0.6,False,national
EL066_L_1973_03_042_03_1_PF_01,1973,Loire,Union et action centiste,non classé,0,0,0,0,2,,False,inconnu
EL066_L_1973_03_042_03_1_PF_02,1973,Loire,Union populaire et victoire du programme commun,non classé,5,0,0,5,8,0.0,False,local
EL066_L_1973_03_042_03_1_PF_03,1973,Loire,En finir avec la sociÃ©tÃ© actuelle vers l'autogestion,non classé,2,1,1,4,26,0.75,True,local
EL066_L_1973_03_042_03_1_PF_04,1973,Loire,non mentionnÃ©,non classé,2,5,0,7,43,0.7142857142857143,False,national
EL066_L_1973_03_042_03_1_PF_05,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,0,1,0,1,7,1.0,False,national
EL066_L_1973_03_042_03_1_PF_06,1973,Loire,non mentionnÃ©,non classé,2,1,1,4,7,0.75,True,local
EL066_L_1973_03_042_03_1_PF_07,1973,Loire,Sauver la France,non classé,0,5,1,6,4,1.1666666666666667,True,national
EL066_L_1973_03_042_03_1_PF_08,1973,Loire,MajoritÃ©,non classé,0,4,1,5,6,1.2,True,national
EL066_L_1973_03_042_04_1_PF_01,1973,Loire,Union populaire,non classé,5,2,0,7,5,0.2857142857142857,False,local
EL066_L_1973_03_042_04_1_PF_02,1973,Loire,En finir avec la sociÃ©tÃ© actuelle vers l'autogestion,non classé,5,0,1,6,18,0.3333333333333333,True,local
EL066_L_1973_03_042_04_1_PF_03,1973,Loire,non mentionnÃ©,non classé,2,5,0,7,44,0.7142857142857143,False,national
EL066_L_1973_03_042_04_1_PF_04,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,2,4,1,7,14,0.8571428571428571,True,national
EL066_L_1973_03_042_04_1_PF_05,1973,Loire,MajoritÃ© de demain,non classé,0,1,1,2,5,1.5,True,supranational
EL066_L_1973_03_042_04_1_PF_06,1973,Loire,non mentionnÃ©,non classé,1,2,1,4,3,1.0,True,national
EL066_L_1973_03_042_04_1_PF_07,1973,Loire,non mentionnÃ©,non classé,1,7,2,10,8,1.1,True,national
EL066_L_1973_03_042_04_1_PF_08,1973,Loire,Sauver la France,non classé,2,4,2,8,3,1.0,True,national
EL066_L_1973_03_042_05_1_PF_01,1973,Loire,Sauver la France,non classé,1,4,0,5,6,0.8,False,national
EL066_L_1973_03_042_05_1_PF_02,1973,Loire,non mentionnÃ©,non classé,2,6,2,10,6,1.0,True,national
EL066_L_1973_03_042_05_1_PF_03,1973,Loire,non mentionnÃ©,non classé,2,2,0,4,6,0.5,False,local
EL066_L_1973_03_042_05_1_PF_04,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,2,5,0,7,10,0.7142857142857143,False,national
EL066_L_1973_03_042_05_1_PF_05,1973,Loire,non mentionnÃ©,non classé,2,5,0,7,44,0.7142857142857143,False,national
EL066_L_1973_03_042_05_1_PF_06,1973,Loire,Union populaire et victoire du programme commun,non classé,1,1,0,2,4,0.5,False,local
EL066_L_1973_03_042_06_1_PF_01,1973,Loire,non mentionnÃ©,non classé,2,1,0,3,8,0.3333333333333333,False,local
EL066_L_1973_03_042_06_1_PF_02,1973,Loire,Union de dÃ©fense de l'entreprise familiale et des libertÃ©s rÃ©publicaines,non classé,1,1,1,3,5,1.0,True,local
EL066_L_1973_03_042_06_1_PF_03,1973,Loire,MajoritÃ©,non classé,1,3,2,6,8,1.1666666666666667,True,national
EL066_L_1973_03_042_06_1_PF_04,1973,Loire,non mentionnÃ©,non classé,2,0,0,2,3,0.0,False,local
EL066_L_1973_03_042_06_1_PF_05,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,1,2,0,3,14,0.6666666666666666,False,national
EL066_L_1973_03_042_06_1_PF_06,1973,Loire,Union populaire et victoire du programme commun,non classé,2,0,0,2,2,0.0,False,local
EL066_L_1973_03_042_07_1_PF_01,1973,Loire,non mentionnÃ©,non classé,2,1,2,5,6,1.0,True,local
EL066_L_1973_03_042_07_1_PF_02,1973,Loire,non mentionnÃ©,non classé,1,4,0,5,24,0.8,False,national
EL066_L_1973_03_042_07_1_PF_03,1973,Loire,non mentionnÃ©,non classé,1,2,0,3,4,0.6666666666666666,False,national
EL066_L_1973_03_042_07_1_PF_04,1973,Loire,non mentionnÃ©,non classé,1,2,0,3,3,0.6666666666666666,False,national
EL066_L_1973_03_042_07_1_PF_05,1973,Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,1,0,0,1,5,0.0,False,local
EL066_L_1973_03_042_07_1_PF_06,1973,Loire,DÃ©fense de la vie sous tous ses aspects,non classé,2,2,0,4,8,0.5,False,local
EL066_L_1973_03_042_07_1_PF_07,1973,Loire,Union populaire et victoire du programme commun,non classé,1,2,0,3,8,0.6666666666666666,False,national
EL066_L_1973_03_042_07_1_PF_08,1973,Loire,Sauver la France,non classé,0,6,1,7,5,1.1428571428571428,True,national
EL066_L_1973_03_043_01_1_PF_01,1973,Haute-Loire,non mentionnÃ©,non classé,2,0,2,4,9,1.0,True,local
EL066_L_1973_03_043_01_1_PF_02,1973,Haute-Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,9,6,1,16,5,0.5,True,local
EL066_L_1973_03_043_01_1_PF_03,1973,Haute-Loire,non mentionnÃ©,non classé,4,3,1,8,3,0.625,True,local
EL066_L_1973_03_043_01_1_PF_04,1973,Haute-Loire,Union populaire et victoire du programme commun,non classé,3,2,0,5,4,0.4,False,local
EL066_L_1973_03_043_02_1_PF_01,1973,Haute-Loire,Union populaire et victoire du programme commun,non classé,3,2,0,5,3,0.4,False,local
EL066_L_1973_03_043_02_1_PF_02,1973,Haute-Loire,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,2,1,0,3,9,0.3333333333333333,False,local
EL066_L_1973_03_043_02_1_PF_03,1973,Haute-Loire,non mentionnÃ©,non classé,3,2,0,5,6,0.4,False,local
EL066_L_1973_03_043_02_1_PF_04,1973,Haute-Loire,non mentionnÃ©,non classé,1,2,0,3,3,0.6666666666666666,False,national
EL066_L_1973_03_043_02_1_PF_05,1973,Haute-Loire,Union de la gauche socialiste et dÃ©mocrate,gauche,5,7,0,12,6,0.5833333333333334,False,national
EL066_L_1973_03_044_01_1_PF_01,1973,Loire-Atlantique,Union populaire et victoire du programme commun,non classé,3,4,0,7,8,0.5714285714285714,False,national
EL066_L_1973_03_044_01_1_PF_02,1973,Loire-Atlantique,Pouvoir des travailleurs,gauche,0,2,1,3,5,1.3333333333333333,True,national
EL066_L_1973_03_044_01_1_PF_03,1973,Loire-Atlantique,En finir avec la sociÃ©tÃ© actuelle,non classé,0,5,1,6,5,1.1666666666666667,True,national
EL066_L_1973_03_044_01_1_PF_04,1973,Loire-Atlantique,Ensemble changeons la vie,non classé,1,2,0,3,2,0.6666666666666666,False,national
EL066_L_1973_03_044_01_1_PF_05,1973,Loire-Atlantique,Soutien au PrÃ©sident de la RÃ©publique et Ã  la politique choisie par les FranÃ§ais en 1969,non classé,2,0,0,2,4,0.0,False,local
EL066_L_1973_03_044_01_1_PF_06,1973,Loire-Atlantique,non mentionnÃ©,non classé,1,9,0,10,3,0.9,False,national
EL066_L_1973_03_044_01_1_PF_07,1973,Loire-Atlantique,non mentionnÃ©,non classé,1,0,1,2,3,1.0,True,local
EL066_L_1973_03_044_01_1_PF_08,1973,Loire-Atlantique,non mentionnÃ©,non classé,1,4,4,9,5,1.3333333333333333,True,supranational
EL066_L_1973_03_044_01_1_PF_09,1973,Loire-Atlantique,Le retard de la Bretagne s'accentue,non classé,0,22,0,22,2,1.0,False,national
EL066_L_1973_03_044_02_1_PF_01,1973,Loire-Atlantique,Changement dans le calme,non classé,1,6,1,8,4,1.0,True,national
EL066_L_1973_03_044_02_1_PF_02,1973,Loire-Atlantique,Le retard de la Bretagne s'accentue,non classé,0,10,3,13,4,1.2307692307692308,True,national
