id,annee,departement,parti,bloc_politique,n_loc_local,n_loc_national,n_intl,n_loc_total,n_per,scale_score,has_intl,dominant_scale
EL065_L_1973_03_001_01_1_PF_01,1973,Ain,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,4,4,9,4,1.3333333333333333,True,supranational
EL065_L_1973_03_001_01_1_PF_02,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,3,1,0,4,6,0.25,False,local
EL065_L_1973_03_001_01_1_PF_03,1973,Ain,FaÃ®tes confiance aux jeunes d'aujourd'hui,non classé,1,2,4,7,5,1.4285714285714286,True,supranational
EL065_L_1973_03_001_01_1_PF_04,1973,Ain,Union populaire et victoire du programme commun,non classé,3,1,0,4,5,0.25,False,local
EL065_L_1973_03_001_01_1_PF_05,1973,Ain,MajoritÃ© Ve RÃ©publique,non classé,6,3,0,9,12,0.3333333333333333,False,local
EL065_L_1973_03_001_01_1_PF_06,1973,Ain,non mentionnÃ©,non classé,2,1,0,3,7,0.3333333333333333,False,local
EL065_L_1973_03_001_01_1_PF_07,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,3,1,1,5,4,0.6,True,local
EL065_L_1973_03_001_02_1_PF_01,1973,Ain,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3,7,1,11,7,0.8181818181818182,True,national
EL065_L_1973_03_001_02_1_PF_02,1973,Ain,Union populaire et victoire du programme commun,non classé,1,1,0,2,4,0.5,False,local
EL065_L_1973_03_001_02_1_PF_03,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,2,8,0,10,6,0.8,False,national
EL065_L_1973_03_001_02_1_PF_04,1973,Ain,Action sociale,non classé,1,0,0,1,4,0.0,False,local
EL065_L_1973_03_001_02_1_PF_05,1973,Ain,non mentionnÃ©,non classé,1,1,1,3,2,1.0,True,local
EL065_L_1973_03_001_02_1_PF_06,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,3,1,1,5,4,0.6,True,local
EL065_L_1973_03_001_02_1_PF_07,1973,Ain,non mentionnÃ©,non classé,1,1,1,3,8,1.0,True,local
EL065_L_1973_03_001_03_1_PF_01,1973,Ain,non mentionnÃ©,non classé,4,2,3,9,6,0.8888888888888888,True,local
EL065_L_1973_03_001_03_1_PF_02,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,2,1,1,4,5,0.75,True,local
EL065_L_1973_03_001_03_1_PF_03,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,3,1,1,5,4,0.6,True,local
EL065_L_1973_03_001_03_1_PF_04,1973,Ain,Environnement et progrÃ¨s,non classé,6,1,0,7,3,0.14285714285714285,False,local
EL065_L_1973_03_001_03_1_PF_05,1973,Ain,non mentionnÃ©,non classé,1,1,1,3,8,1.0,True,local
EL065_L_1973_03_001_03_1_PF_06,1973,Ain,Union populaire et victoire du programme commun,non classé,2,1,0,3,4,0.3333333333333333,False,local
EL065_L_1973_03_001_03_1_PF_07,1973,Ain,non mentionnÃ©,non classé,1,0,3,4,5,1.5,True,supranational
EL065_L_1973_03_002_01_1_PF_01,1973,Aisne,Changement dans le calme,non classé,2,0,0,2,4,0.0,False,local
EL065_L_1973_03_002_01_1_PF_02,1973,Aisne,non mentionnÃ©,non classé,1,0,0,1,4,0.0,False,local
EL065_L_1973_03_002_01_1_PF_03,1973,Aisne,Union populaire et victoire du programme commun,non classé,2,0,0,2,6,0.0,False,local
EL065_L_1973_03_002_01_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,0,3,2,5,5,1.4,True,national
EL065_L_1973_03_002_01_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,1,0,1,2,6,1.0,True,local
EL065_L_1973_03_002_02_1_PF_01,1973,Aisne,Changer la vie,non classé,1,2,1,4,5,1.0,True,national
EL065_L_1973_03_002_02_1_PF_02,1973,Aisne,Union populaire et victoire du programme commun,non classé,0,0,0,0,5,,False,inconnu
EL065_L_1973_03_002_02_1_PF_03,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,0,1,2,7,1.0,True,local
EL065_L_1973_03_002_02_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,0,1,0,1,6,1.0,False,national
EL065_L_1973_03_002_02_1_PF_05,1973,Aisne,Union pour le renouveau d'une majoritÃ© Ã©largie,non classé,0,1,0,1,7,1.0,False,national
EL065_L_1973_03_002_02_1_PF_06,1973,Aisne,En finir avec la sociÃ©tÃ© actuelle,non classé,2,1,1,4,4,0.75,True,local
EL065_L_1973_03_002_02_1_PF_07,1973,Aisne,non mentionnÃ©,non classé,2,0,1,3,5,0.6666666666666666,True,local
EL065_L_1973_03_002_02_1_PF_08,1973,Aisne,non mentionnÃ©,non classé,1,0,0,1,2,0.0,False,local
EL065_L_1973_03_002_03_1_PF_01,1973,Aisne,Union populaire et victoire du programme commun,non classé,1,0,0,1,2,0.0,False,local
EL065_L_1973_03_002_03_1_PF_02,1973,Aisne,Union pour la prospÃ©ritÃ© de la ThiÃ©rache,non classé,0,2,0,2,4,1.0,False,national
EL065_L_1973_03_002_03_1_PF_03,1973,Aisne,non mentionnÃ©,non classé,3,4,1,8,15,0.75,True,national
EL065_L_1973_03_002_03_1_PF_04,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,0,1,2,6,1.0,True,local
EL065_L_1973_03_002_03_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,1,1,2,4,3,1.25,True,supranational
EL065_L_1973_03_002_03_1_PF_06,1973,Aisne,non mentionnÃ©,non classé,3,2,0,5,3,0.4,False,local
EL065_L_1973_03_002_04_1_PF_01,1973,Aisne,FÃ©dÃ©ration de la gauche socialiste et dÃ©mocrate,gauche,0,0,0,0,3,,False,inconnu
EL065_L_1973_03_002_04_1_PF_02,1973,Aisne,Union populaire et victoire du programme commun,non classé,1,0,0,1,6,0.0,False,local
EL065_L_1973_03_002_04_1_PF_03,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,0,1,2,6,1.0,True,local
EL065_L_1973_03_002_04_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,1,3,0,4,9,0.75,False,national
EL065_L_1973_03_002_04_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,1,1,1,3,7,1.0,True,local
EL065_L_1973_03_002_04_1_PF_06,1973,Aisne,En finir avec la sociÃ©tÃ© actuelle,non classé,2,2,1,5,4,0.8,True,local
EL065_L_1973_03_002_05_1_PF_01,1973,Aisne,non mentionnÃ©,non classé,2,0,0,2,4,0.0,False,local
EL065_L_1973_03_002_05_1_PF_02,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,3,1,5,7,1.0,True,national
EL065_L_1973_03_002_05_1_PF_03,1973,Aisne,Changer la vie,non classé,1,0,0,1,4,0.0,False,local
EL065_L_1973_03_002_05_1_PF_04,1973,Aisne,Union populaire et victoire du programme commun,non classé,1,1,0,2,5,0.5,False,local
EL065_L_1973_03_003_01_1_PF_01,1973,Allier,Union populaire et victoire du programme commun,non classé,2,1,0,3,18,0.3333333333333333,False,local
EL065_L_1973_03_003_01_1_PF_02,1973,Allier,Changement dans le calme,non classé,0,2,1,3,3,1.3333333333333333,True,national
EL065_L_1973_03_003_01_1_PF_03,1973,Allier,non mentionnÃ©,non classé,3,2,0,5,5,0.4,False,local
EL065_L_1973_03_003_01_1_PF_04,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,2,4,3,9,6,1.1111111111111112,True,national
EL065_L_1973_03_003_01_1_PF_05,1973,Allier,non mentionnÃ©,non classé,0,7,0,7,47,1.0,False,national
EL065_L_1973_03_003_02_1_PF_01,1973,Allier,MajoritÃ©,non classé,2,0,0,2,4,0.0,False,local
EL065_L_1973_03_003_02_1_PF_02,1973,Allier,Union rÃ©publicaine et socialiste,gauche,4,5,0,9,5,0.5555555555555556,False,national
EL065_L_1973_03_003_02_1_PF_03,1973,Allier,non mentionnÃ©,non classé,0,7,0,7,46,1.0,False,national
EL065_L_1973_03_003_02_1_PF_04,1973,Allier,Union populaire et victoire du programme commun,non classé,4,2,0,6,8,0.3333333333333333,False,local
EL065_L_1973_03_003_02_1_PF_05,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,2,4,2,8,4,1.0,True,national
EL065_L_1973_03_003_03_1_PF_01,1973,Allier,MajoritÃ©,non classé,3,3,3,9,5,1.0,True,local
EL065_L_1973_03_003_03_1_PF_02,1973,Allier,non mentionnÃ©,non classé,1,1,0,2,3,0.5,False,local
EL065_L_1973_03_003_03_1_PF_03,1973,Allier,Union rÃ©publicaine,non classé,1,1,0,2,3,0.5,False,local
EL065_L_1973_03_003_03_1_PF_04,1973,Allier,non mentionnÃ©,non classé,0,6,0,6,47,1.0,False,national
EL065_L_1973_03_003_03_1_PF_05,1973,Allier,Union populaire et victoire du programme commun,non classé,2,1,0,3,4,0.3333333333333333,False,local
EL065_L_1973_03_003_03_1_PF_06,1973,Allier,non mentionnÃ©,non classé,3,1,0,4,9,0.25,False,local
EL065_L_1973_03_003_04_1_PF_01,1973,Allier,non mentionnÃ©,non classé,1,3,1,5,7,1.0,True,national
EL065_L_1973_03_003_04_1_PF_02,1973,Allier,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3,1,0,4,4,0.25,False,local
EL065_L_1973_03_003_04_1_PF_03,1973,Allier,Union populaire et victoire du programme commun,non classé,4,2,1,7,7,0.5714285714285714,True,local
EL065_L_1973_03_003_04_1_PF_04,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,2,0,0,2,8,0.0,False,local
EL065_L_1973_03_004_01_1_PF_01,1973,Alpes-de-Haute-Provence,Union populaire et victoire du programme commun,non classé,1,2,0,3,4,0.6666666666666666,False,national
EL065_L_1973_03_004_01_1_PF_02,1973,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,1,1,0,2,6,0.5,False,local
EL065_L_1973_03_004_01_1_PF_03,1973,Alpes-de-Haute-Provence,Changement dans le calme,non classé,1,1,0,2,7,0.5,False,local
EL065_L_1973_03_004_01_1_PF_04,1973,Alpes-de-Haute-Provence,Union de la gauche socialiste et dÃ©mocrate,gauche,0,3,1,4,5,1.25,True,national
EL065_L_1973_03_004_02_1_PF_01,1973,Alpes-de-Haute-Provence,Union populaire et victoire du programme commun,non classé,1,2,0,3,2,0.6666666666666666,False,national
EL065_L_1973_03_004_02_1_PF_02,1973,Alpes-de-Haute-Provence,Changement dans le calme,non classé,1,3,0,4,4,0.75,False,national
EL065_L_1973_03_004_02_1_PF_03,1973,Alpes-de-Haute-Provence,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,4,1,0,5,5,0.2,False,local
EL065_L_1973_03_004_02_1_PF_04,1973,Alpes-de-Haute-Provence,Union de la gauche socialiste et dÃ©mocrate,gauche,0,3,0,3,3,1.0,False,national
EL065_L_1973_03_004_02_1_PF_05,1973,Alpes-de-Haute-Provence,Action sociale et progrÃ¨s,non classé,5,3,0,8,10,0.375,False,local
EL065_L_1973_03_004_02_1_PF_06,1973,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,1,8,0,9,48,0.8888888888888888,False,national
EL065_L_1973_03_005_01_1_PF_01,1973,Hautes-Alpes,Union centriste;MajoritÃ©,non classé,1,3,2,6,4,1.1666666666666667,True,national
EL065_L_1973_03_005_01_1_PF_02,1973,Hautes-Alpes,Union de la gauche socialiste et dÃ©mocrate,gauche,0,2,1,3,6,1.3333333333333333,True,national
EL065_L_1973_03_005_01_1_PF_03,1973,Hautes-Alpes,Union populaire et victoire du programme commun,non classé,2,1,0,3,2,0.3333333333333333,False,local
EL065_L_1973_03_005_01_1_PF_04,1973,Hautes-Alpes,non mentionnÃ©,non classé,2,8,0,10,15,0.8,False,national
EL065_L_1973_03_005_01_1_PF_05,1973,Hautes-Alpes,non mentionnÃ©,non classé,1,8,0,9,47,0.8888888888888888,False,national
EL065_L_1973_03_005_02_1_PF_01,1973,Hautes-Alpes,non mentionnÃ©,non classé,4,2,0,6,6,0.3333333333333333,False,local
EL065_L_1973_03_005_02_1_PF_02,1973,Hautes-Alpes,Union populaire et victoire du programme commun,non classé,2,1,0,3,2,0.3333333333333333,False,local
EL065_L_1973_03_005_02_1_PF_03,1973,Hautes-Alpes,non mentionnÃ©,non classé,3,4,0,7,14,0.5714285714285714,False,national
EL065_L_1973_03_005_02_1_PF_04,1973,Hautes-Alpes,Union de la gauche socialiste et dÃ©mocrate,gauche,3,2,0,5,5,0.4,False,local
EL065_L_1973_03_006_01_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,1,1,0,2,3,0.5,False,local
EL065_L_1973_03_006_01_1_PF_02,1973,Alpes-Maritimes,non mentionnÃ©,non classé,1,10,0,11,48,0.9090909090909091,False,national
EL065_L_1973_03_006_01_1_PF_03,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,1,2,0,3,6,0.6666666666666666,False,national
EL065_L_1973_03_006_01_1_PF_04,1973,Alpes-Maritimes,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1,10,1,12,9,1.0,True,national
EL065_L_1973_03_006_01_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,0,3,0,3,10,1.0,False,national
EL065_L_1973_03_006_01_1_PF_06,1973,Alpes-Maritimes,non mentionnÃ©,non classé,2,5,2,9,8,1.0,True,national
EL065_L_1973_03_006_01_1_PF_07,1973,Alpes-Maritimes,Changement dans le calme,non classé,2,4,2,8,11,1.0,True,national
EL065_L_1973_03_006_01_1_PF_08,1973,Alpes-Maritimes,non mentionnÃ©,non classé,2,6,2,10,4,1.0,True,national
EL065_L_1973_03_006_01_1_PF_09,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,1,6,0,7,7,0.8571428571428571,False,national
EL065_L_1973_03_006_02_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,1,2,0,3,3,0.6666666666666666,False,national
EL065_L_1973_03_006_02_1_PF_02,1973,Alpes-Maritimes,Pouvoir des travailleurs,gauche,0,2,1,3,7,1.3333333333333333,True,national
EL065_L_1973_03_006_02_1_PF_03,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,1,4,0,5,10,0.8,False,national
EL065_L_1973_03_006_02_1_PF_04,1973,Alpes-Maritimes,MajoritÃ© prÃ©sidentielle,non classé,1,9,0,10,3,0.9,False,national
EL065_L_1973_03_006_02_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,2,7,1,10,5,0.9,True,national
EL065_L_1973_03_006_02_1_PF_06,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,0,5,0,5,7,1.0,False,national
EL065_L_1973_03_006_03_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,2,3,0,5,3,0.6,False,national
EL065_L_1973_03_006_03_1_PF_02,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,1,6,0,7,9,0.8571428571428571,False,national
EL065_L_1973_03_006_03_1_PF_03,1973,Alpes-Maritimes,non mentionnÃ©,non classé,2,2,0,4,6,0.5,False,local
EL065_L_1973_03_006_03_1_PF_04,1973,Alpes-Maritimes,non mentionnÃ©,non classé,0,2,0,2,8,1.0,False,national
EL065_L_1973_03_006_03_1_PF_05,1973,Alpes-Maritimes,Changement dans le calme,non classé,0,1,0,1,7,1.0,False,national
EL065_L_1973_03_006_04_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,2,2,0,4,3,0.5,False,local
EL065_L_1973_03_006_04_1_PF_02,1973,Alpes-Maritimes,Changer la vie,non classé,1,4,0,5,2,0.8,False,national
EL065_L_1973_03_006_04_1_PF_03,1973,Alpes-Maritimes,Paix bio-humanisme,non classé,0,1,0,1,6,1.0,False,national
EL065_L_1973_03_006_04_1_PF_04,1973,Alpes-Maritimes,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3,4,0,7,3,0.5714285714285714,False,national
EL065_L_1973_03_006_04_1_PF_05,1973,Alpes-Maritimes,Union centriste et nationale,non classé,2,0,1,3,13,0.6666666666666666,True,local
EL065_L_1973_03_006_04_1_PF_06,1973,Alpes-Maritimes,Changement sans bouleversement,non classé,1,3,0,4,2,0.75,False,national
EL065_L_1973_03_006_05_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,1,2,0,3,4,0.6666666666666666,False,national
EL065_L_1973_03_006_05_1_PF_02,1973,Alpes-Maritimes,En finir avec la sociÃ©tÃ© actuelle,non classé,2,0,1,3,6,0.6666666666666666,True,local
EL065_L_1973_03_006_05_1_PF_03,1973,Alpes-Maritimes,non mentionnÃ©,non classé,0,5,1,6,2,1.1666666666666667,True,national
EL065_L_1973_03_006_05_1_PF_04,1973,Alpes-Maritimes,MajoritÃ©,non classé,1,5,4,10,12,1.3,True,national
EL065_L_1973_03_006_05_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,0,1,0,1,3,1.0,False,national
EL065_L_1973_03_006_05_1_PF_06,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,1,5,0,6,8,0.8333333333333334,False,national
EL065_L_1973_03_006_06_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,2,1,0,3,8,0.3333333333333333,False,local
EL065_L_1973_03_006_06_1_PF_02,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,0,0,1,1,6,2.0,True,supranational
EL065_L_1973_03_006_06_1_PF_03,1973,Alpes-Maritimes,MajoritÃ© 73,non classé,0,5,2,7,7,1.2857142857142858,True,national
EL065_L_1973_03_006_06_1_PF_04,1973,Alpes-Maritimes,Union centriste,non classé,4,5,0,9,22,0.5555555555555556,False,national
EL065_L_1973_03_006_06_1_PF_05,1973,Alpes-Maritimes,Changement dans le calme,non classé,1,2,0,3,9,0.6666666666666666,False,national
EL065_L_1973_03_006_06_1_PF_06,1973,Alpes-Maritimes,non mentionnÃ©,non classé,1,3,4,8,9,1.375,True,supranational
EL065_L_1973_03_006_06_1_PF_07,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,1,3,1,5,6,1.0,True,national
EL065_L_1973_03_007_01_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,0,3,0,3,5,1.0,False,national
EL065_L_1973_03_007_01_1_PF_02,1973,ArdÃ¨che,En finir avec la sociÃ©tÃ© actuelle,non classé,0,6,1,7,4,1.1428571428571428,True,national
EL065_L_1973_03_007_01_1_PF_03,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,2,0,2,6,1.0,False,national
EL065_L_1973_03_007_01_1_PF_04,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,3,1,4,6,1.25,True,national
EL065_L_1973_03_007_01_1_PF_05,1973,ArdÃ¨che,Changement dans le calme,non classé,0,8,1,9,4,1.1111111111111112,True,national
EL065_L_1973_03_007_01_1_PF_06,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,5,2,7,11,1.2857142857142858,True,national
EL065_L_1973_03_007_02_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,0,3,0,3,6,1.0,False,national
EL065_L_1973_03_007_02_1_PF_02,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,2,0,2,4,1.0,False,national
EL065_L_1973_03_007_02_1_PF_03,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,1,0,1,3,1.0,False,national
EL065_L_1973_03_007_02_1_PF_04,1973,ArdÃ¨che,Changement dans le calme,non classé,0,4,1,5,5,1.2,True,national
EL065_L_1973_03_007_03_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,0,6,0,6,6,1.0,False,national
EL065_L_1973_03_007_03_1_PF_02,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,4,0,4,4,1.0,False,national
EL065_L_1973_03_007_03_1_PF_03,1973,ArdÃ¨che,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,0,2,0,2,3,1.0,False,national
EL065_L_1973_03_007_03_1_PF_04,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,6,0,6,9,1.0,False,national
EL065_L_1973_03_007_03_1_PF_05,1973,ArdÃ¨che,non mentionnÃ©,non classé,0,8,0,8,7,1.0,False,national
EL065_L_1973_03_007_03_1_PF_06,1973,ArdÃ¨che,Centre national,centre,0,4,0,4,5,1.0,False,national
EL065_L_1973_03_008_01_1_PF_01,1973,Ardennes,Union populaire et victoire du programme commun,non classé,3,2,0,5,4,0.4,False,local
EL065_L_1973_03_008_01_1_PF_02,1973,Ardennes,non mentionnÃ©,non classé,3,3,0,6,11,0.5,False,local
EL065_L_1973_03_008_01_1_PF_03,1973,Ardennes,non mentionnÃ©,non classé,3,1,0,4,4,0.25,False,local
EL065_L_1973_03_008_01_1_PF_04,1973,Ardennes,Changement dans le calme,non classé,0,0,0,0,6,,False,inconnu
EL065_L_1973_03_008_01_1_PF_05,1973,Ardennes,MajoritÃ©,non classé,1,0,0,1,8,0.0,False,local
EL065_L_1973_03_008_01_1_PF_06,1973,Ardennes,non mentionnÃ©,non classé,0,0,0,0,4,,False,inconnu
EL065_L_1973_03_008_02_1_PF_01,1973,Ardennes,non mentionnÃ©,non classé,0,1,0,1,4,1.0,False,national
EL065_L_1973_03_008_02_1_PF_02,1973,Ardennes,Pouvoir aux travailleurs,gauche,1,2,0,3,3,0.6666666666666666,False,national
EL065_L_1973_03_008_02_1_PF_03,1973,Ardennes,non mentionnÃ©,non classé,4,1,0,5,7,0.2,False,local
EL065_L_1973_03_008_02_1_PF_04,1973,Ardennes,Union populaire et victoire du programme commun,non classé,3,2,0,5,5,0.4,False,local
EL065_L_1973_03_008_02_1_PF_05,1973,Ardennes,non mentionnÃ©,non classé,8,2,0,10,3,0.2,False,local
EL065_L_1973_03_008_02_1_PF_06,1973,Ardennes,non mentionnÃ©,non classé,2,2,0,4,5,0.5,False,local
EL065_L_1973_03_008_03_1_PF_01,1973,Ardennes,non mentionnÃ©,non classé,4,1,0,5,10,0.2,False,local
EL065_L_1973_03_008_03_1_PF_02,1973,Ardennes,MajoritÃ© prÃ©sidentielle,non classé,2,5,3,10,5,1.1,True,national
EL065_L_1973_03_008_03_1_PF_03,1973,Ardennes,Union populaire et victoire du programme commun,non classé,2,2,0,4,6,0.5,False,local
EL065_L_1973_03_008_03_1_PF_04,1973,Ardennes,non mentionnÃ©,non classé,4,1,1,6,4,0.5,True,local
EL065_L_1973_03_008_03_1_PF_05,1973,Ardennes,Pouvoir des travailleurs,gauche,0,2,1,3,5,1.3333333333333333,True,national
EL065_L_1973_03_009_01_1_PF_04,1973,AriÃ¨ge,non mentionnÃ©,non classé,0,2,0,2,3,1.0,False,national
EL065_L_1973_03_009_01_1_PF_05,1973,AriÃ¨ge,Union pour la majoritÃ© prÃ©sidentielle de soutien au PrÃ©sident de la RÃ©publique,non classé,0,2,1,3,5,1.3333333333333333,True,national
EL065_L_1973_03_009_01_1_PF_01,1973,AriÃ¨ge,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,1,6,9,1.1666666666666667,True,national
EL065_L_1973_03_009_01_1_PF_02,1973,AriÃ¨ge,Union populaire et victoire du programme commun,non classé,0,2,0,2,5,1.0,False,national
EL065_L_1973_03_009_01_1_PF_03,1973,AriÃ¨ge,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,0,10,0,10,8,1.0,False,national
EL065_L_1973_03_009_02_1_PF_01,1973,AriÃ¨ge,Union de la gauche socialiste et dÃ©mocrate,gauche,0,5,1,6,9,1.1666666666666667,True,national
EL065_L_1973_03_009_02_1_PF_02,1973,AriÃ¨ge,Union populaire et victoire du programme commun,non classé,0,2,0,2,4,1.0,False,national
EL065_L_1973_03_009_02_1_PF_03,1973,AriÃ¨ge,non mentionnÃ©,non classé,0,9,0,9,47,1.0,False,national
EL065_L_1973_03_009_02_1_PF_04,1973,AriÃ¨ge,MajoritÃ©,non classé,0,17,0,17,9,1.0,False,national
EL065_L_1973_03_009_02_1_PF_05,1973,AriÃ¨ge,non mentionnÃ©,non classé,0,7,1,8,6,1.125,True,national
EL065_L_1973_03_009_02_1_PF_06,1973,AriÃ¨ge,non mentionnÃ©,non classé,0,3,1,4,5,1.25,True,national
EL065_L_1973_03_010_01_1_PF_01,1973,Aube,non mentionnÃ©,non classé,1,6,0,7,38,0.8571428571428571,False,national
EL065_L_1973_03_010_01_1_PF_02,1973,Aube,non mentionnÃ©,non classé,2,1,1,4,4,0.75,True,local
EL065_L_1973_03_010_01_1_PF_03,1973,Aube,non mentionnÃ©,non classé,3,1,0,4,6,0.25,False,local
EL065_L_1973_03_010_01_1_PF_04,1973,Aube,Union de la gauche socialiste et dÃ©mocrate,gauche,4,0,0,4,7,0.0,False,local
EL065_L_1973_03_010_01_1_PF_05,1973,Aube,Manifeste radical,centre,7,4,0,11,5,0.36363636363636365,False,local
EL065_L_1973_03_010_01_1_PF_06,1973,Aube,non mentionnÃ©,non classé,6,3,0,9,4,0.3333333333333333,False,local
EL065_L_1973_03_010_02_1_PF_01,1973,Aube,non mentionnÃ©,non classé,1,0,0,1,6,0.0,False,local
EL065_L_1973_03_010_02_1_PF_02,1973,Aube,Pouvoir des travailleurs,gauche,0,2,1,3,7,1.3333333333333333,True,national
EL065_L_1973_03_010_02_1_PF_03,1973,Aube,non mentionnÃ©,non classé,5,1,0,6,4,0.16666666666666666,False,local
EL065_L_1973_03_010_02_1_PF_04,1973,Aube,Changement dans le calme,non classé,2,2,2,6,5,1.0,True,local
EL065_L_1973_03_010_02_1_PF_05,1973,Aube,Union de la gauche socialiste et dÃ©mocrate,gauche,3,1,0,4,7,0.25,False,local
EL065_L_1973_03_010_02_1_PF_06,1973,Aube,non mentionnÃ©,non classé,1,2,0,3,4,0.6666666666666666,False,national
EL065_L_1973_03_010_03_1_PF_01,1973,Aube,non mentionnÃ©,non classé,2,1,0,3,4,0.3333333333333333,False,local
EL065_L_1973_03_010_03_1_PF_02,1973,Aube,non mentionnÃ©,non classé,1,6,0,7,39,0.8571428571428571,False,national
EL065_L_1973_03_010_03_1_PF_03,1973,Aube,non mentionnÃ©,non classé,3,0,1,4,8,0.5,True,local
EL065_L_1973_03_010_03_1_PF_04,1973,Aube,Changement dans le calme,non classé,2,2,3,7,4,1.1428571428571428,True,supranational
EL065_L_1973_03_010_03_1_PF_05,1973,Aube,Union de la gauche socialiste et dÃ©mocrate,gauche,1,1,0,2,4,0.5,False,local
EL065_L_1973_03_011_01_1_PF_01,1973,Aude,Union populaire et victoire du programme commun,non classé,1,3,0,4,2,0.75,False,national
EL065_L_1973_03_011_01_1_PF_02,1973,Aude,Pouvoir des travailleurs,gauche,0,2,1,3,5,1.3333333333333333,True,national
EL065_L_1973_03_011_01_1_PF_03,1973,Aude,Union de la gauche socialiste dÃ©mocratique,gauche,3,1,0,4,5,0.25,False,local
EL065_L_1973_03_011_01_1_PF_04,1973,Aude,Construire une sociÃ©tÃ© neuve socialiste et libÃ©rale,gauche,2,4,4,10,7,1.2,True,supranational
EL065_L_1973_03_011_01_1_PF_05,1973,Aude,non mentionnÃ©,non classé,0,0,0,0,3,,False,inconnu
EL065_L_1973_03_011_02_1_PF_01,1973,Aude,Union populaire et victoire du programme commun,non classé,1,1,0,2,5,0.5,False,local
EL065_L_1973_03_011_02_1_PF_02,1973,Aude,En finir avec la sociÃ©tÃ© actuelle,non classé,1,2,1,4,8,1.0,True,national
EL065_L_1973_03_011_02_1_PF_03,1973,Aude,Pouvoir des travailleurs,gauche,0,2,1,3,5,1.3333333333333333,True,national
EL065_L_1973_03_011_02_1_PF_04,1973,Aude,Union de la gauche socialiste et dÃ©mocrate,gauche,1,3,1,5,6,1.0,True,national
