id,annee,departement,parti,bloc_politique,n_chars,n_loc_local,n_loc_national,n_loc_total,n_intl,local_dens,national_dens,intl_dens,scale_score,has_intl,dominant_scale
EL069_L_1973_03_095_01_2_PF_02,1973,Val-d'Oise,candidat de la gauche et de tous les dÃ©mocrates,gauche,2963,4,0,4,0,1.3499831252109349,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_02_2_PF_01,1973,Val-d'Oise,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3608,1,0,1,0,0.2771618625277162,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_02_2_PF_02,1973,Val-d'Oise,Union de la gauche et de tous les dÃ©mocrates,gauche,2858,2,0,2,0,0.6997900629811057,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_04_2_PF_01,1973,Val-d'Oise,Union de la gauche et de tous les dÃ©mocrates,gauche,1990,1,0,1,0,0.5025125628140703,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_04_2_PF_02,1973,Val-d'Oise,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,1573,1,0,1,0,0.6357279084551812,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_04_2_PF_03,1973,Val-d'Oise,non mentionnÃ©,non classé,2104,2,0,2,0,0.9505703422053231,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_05_2_PF_01,1973,Val-d'Oise,non mentionnÃ©,non classé,1928,1,0,1,0,0.5186721991701245,0.0,0.0,0.0,False,local
EL069_L_1973_03_095_05_2_PF_02,1973,Val-d'Oise,Union de la gauche et de tous les dÃ©mocrates,gauche,2128,2,0,2,0,0.9398496240601504,0.0,0.0,0.0,False,local
EL103_L_1978_03_024_01_1_PF_03,1978,Dordogne,Union et changement,non classé,6744,2,0,2,1,0.29655990510083036,0.0,0.14827995255041518,0.6666666666666666,True,local
EL103_L_1978_03_033_07_1_PF_05,1978,Gironde,non mentionnÃ©,non classé,3180,1,0,1,0,0.31446540880503143,0.0,0.0,0.0,False,local
EL105_L_1978_03_072_03_1_PF_05,1978,Sarthe,Union de la majoritÃ©,non classé,7911,2,0,2,1,0.2528125395019593,0.0,0.12640626975097966,0.6666666666666666,True,local
EL102_L_1978_03_001_01_1_PF_01,1978,Ain,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,6241,7,0,7,3,1.1216151257811249,0.0,0.48069219676333924,0.6,True,local
EL102_L_1978_03_001_01_1_PF_02,1978,Ain,non mentionnÃ©,non classé,4731,2,0,2,0,0.42274360600295924,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_01_1_PF_03,1978,Ain,Union et changement,non classé,4276,3,0,3,1,0.7015902712815716,0.0,0.23386342376052385,0.5,True,local
EL102_L_1978_03_001_01_1_PF_04,1978,Ain,non mentionnÃ©,non classé,6076,7,0,7,9,1.1520737327188941,0.0,1.4812376563528638,1.125,True,supranational
EL102_L_1978_03_001_01_1_PF_05,1978,Ain,Nouvelle majoritÃ© prÃ©sidentielle,non classé,5207,5,0,5,4,0.9602458229306703,0.0,0.7681966583445362,0.8888888888888888,True,local
EL102_L_1978_03_001_01_1_PF_06,1978,Ain,Front autogestionnaire,non classé,9065,7,0,7,3,0.7722007722007722,0.0,0.3309431880860452,0.6,True,local
EL102_L_1978_03_001_01_1_PF_07,1978,Ain,Pour le socialisme le pouvoir aux travailleurs,gauche,6764,5,0,5,5,0.7392075694855115,0.0,0.7392075694855115,1.0,True,local
EL102_L_1978_03_001_01_1_PF_08,1978,Ain,non mentionnÃ©,non classé,3237,3,0,3,0,0.9267840593141797,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_01_1_PF_09,1978,Ain,non mentionnÃ©,non classé,6951,13,0,13,0,1.8702344986332902,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_01_1_PF_10,1978,Ain,non mentionnÃ©,non classé,2971,7,0,7,0,2.356109054190508,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_01_1_PF_11,1978,Ain,Union de la majoritÃ©,non classé,7281,12,0,12,0,1.6481252575195715,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_01,1978,Ain,Union de la majoritÃ©,non classé,6581,10,0,10,0,1.5195259079167298,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_02,1978,Ain,non mentionnÃ©,non classé,4269,7,0,7,0,1.6397282736003747,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_03,1978,Ain,non mentionnÃ©,non classé,6692,8,0,8,0,1.195457262402869,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_04,1978,Ain,Union et changement,non classé,4106,5,0,5,1,1.2177301509985388,0.0,0.24354603019970775,0.3333333333333333,True,local
EL102_L_1978_03_001_02_1_PF_05,1978,Ain,non mentionnÃ©,non classé,6952,13,0,13,0,1.8699654775604142,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_06,1978,Ain,non mentionnÃ©,non classé,3647,1,0,1,0,0.2741979709350151,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_02_1_PF_07,1978,Ain,Ecologie 78,non classé,8166,16,0,16,7,1.9593436198873377,0.0,0.8572128337007102,0.6086956521739131,True,local
EL102_L_1978_03_001_02_1_PF_08,1978,Ain,Front autogestionnaire,non classé,8778,16,0,16,3,1.8227386648439279,0.0,0.3417634996582365,0.3157894736842105,True,local
EL102_L_1978_03_001_02_1_PF_09,1978,Ain,Nouvelle majoritÃ© prÃ©sidentielle,non classé,6020,10,0,10,4,1.6611295681063125,0.0,0.6644518272425249,0.5714285714285714,True,local
EL102_L_1978_03_001_02_1_PF_10,1978,Ain,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,6007,10,0,10,3,1.66472448809722,0.0,0.499417346429166,0.46153846153846156,True,local
EL102_L_1978_03_001_03_1_PF_01,1978,Ain,MajoritÃ© prÃ©sidentielle,non classé,4059,4,0,4,1,0.9854644000985464,0.0,0.2463661000246366,0.4,True,local
EL102_L_1978_03_001_03_1_PF_02,1978,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,4184,5,0,5,0,1.1950286806883366,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_03_1_PF_03,1978,Ain,Union et changement,non classé,4075,7,0,7,1,1.7177914110429446,0.0,0.24539877300613497,0.25,True,local
EL102_L_1978_03_001_03_1_PF_04,1978,Ain,Ecologie 78,non classé,8549,17,0,17,9,1.9885366709556676,0.0,1.0527547081530004,0.6923076923076923,True,local
EL102_L_1978_03_001_03_1_PF_05,1978,Ain,non mentionnÃ©,non classé,2575,3,0,3,0,1.1650485436893203,0.0,0.0,0.0,False,local
EL102_L_1978_03_001_03_1_PF_06,1978,Ain,Front autogestionnaire,non classé,8795,16,0,16,3,1.8192154633314384,0.0,0.34110289937464466,0.3157894736842105,True,local
EL102_L_1978_03_001_03_1_PF_07,1978,Ain,non mentionnÃ©,non classé,6947,13,0,13,0,1.8713113574204692,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_01_1_PF_01,1978,Aisne,Union et changement,non classé,3301,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_002_01_1_PF_02,1978,Aisne,non mentionnÃ©,non classé,6962,1,0,1,0,0.14363688595231255,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_01_1_PF_03,1978,Aisne,non mentionnÃ©,non classé,2950,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_002_01_1_PF_04,1978,Aisne,Union de la gauche,gauche,1898,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_002_01_1_PF_05,1978,Aisne,non mentionnÃ©,non classé,1595,2,0,2,1,1.2539184952978057,0.0,0.6269592476489029,0.6666666666666666,True,local
EL102_L_1978_03_002_01_1_PF_06,1978,Aisne,non mentionnÃ©,non classé,3499,2,0,2,1,0.5715918833952558,0.0,0.2857959416976279,0.6666666666666666,True,local
EL102_L_1978_03_002_02_1_PF_01,1978,Aisne,Front autogestionnaire,non classé,3893,1,0,1,0,0.25687130747495507,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_02_1_PF_02,1978,Aisne,non mentionnÃ©,non classé,905,1,0,1,0,1.1049723756906078,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_02_1_PF_03,1978,Aisne,non mentionnÃ©,non classé,6964,1,0,1,0,0.14359563469270534,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_02_1_PF_04,1978,Aisne,Union de la gauche,gauche,3483,1,0,1,0,0.2871088142405972,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_02_1_PF_05,1978,Aisne,Union de la gauche,gauche,5850,0,0,0,1,0.0,0.0,0.17094017094017094,2.0,True,supranational
EL102_L_1978_03_002_02_1_PF_06,1978,Aisne,non mentionnÃ©,non classé,1817,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_002_02_1_PF_07,1978,Aisne,Union de la majoritÃ©,non classé,8993,2,0,2,6,0.2223951962637607,0.0,0.6671855887912821,1.5,True,supranational
EL102_L_1978_03_002_03_1_PF_01,1978,Aisne,non mentionnÃ©,non classé,4622,2,0,2,2,0.4327131112072696,0.0,0.4327131112072696,1.0,True,local
EL102_L_1978_03_002_03_1_PF_02,1978,Aisne,Union et changement,non classé,3619,0,0,0,1,0.0,0.0,0.27631942525559544,2.0,True,supranational
EL102_L_1978_03_002_03_1_PF_03,1978,Aisne,non mentionnÃ©,non classé,2974,1,0,1,6,0.3362474781439139,0.0,2.0174848688634834,1.7142857142857142,True,supranational
EL102_L_1978_03_002_03_1_PF_04,1978,Aisne,non mentionnÃ©,non classé,6906,1,0,1,0,0.1448016217781639,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_03_1_PF_05,1978,Aisne,non mentionnÃ©,non classé,7187,4,0,4,1,0.5565604563795742,0.0,0.13914011409489355,0.4,True,local
EL102_L_1978_03_002_04_1_PF_01,1978,Aisne,non mentionnÃ©,non classé,6988,2,0,2,6,0.28620492272467085,0.0,0.8586147681740125,1.5,True,supranational
EL102_L_1978_03_002_04_1_PF_02,1978,Aisne,non mentionnÃ©,non classé,3316,2,0,2,4,0.6031363088057902,0.0,1.2062726176115803,1.3333333333333333,True,supranational
EL102_L_1978_03_002_04_1_PF_03,1978,Aisne,non mentionnÃ©,non classé,3238,1,0,1,2,0.30883261272390367,0.0,0.6176652254478073,1.3333333333333333,True,supranational
EL102_L_1978_03_002_04_1_PF_04,1978,Aisne,Union et changement,non classé,5379,1,0,1,1,0.18590816136828409,0.0,0.18590816136828409,1.0,True,local
EL102_L_1978_03_002_04_1_PF_05,1978,Aisne,non mentionnÃ©,non classé,6901,1,0,1,0,0.14490653528474134,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_04_1_PF_06,1978,Aisne,non mentionnÃ©,non classé,6261,1,0,1,2,0.15971889474524836,0.0,0.3194377894904967,1.3333333333333333,True,supranational
EL102_L_1978_03_002_04_1_PF_07,1978,Aisne,Union de la gauche,gauche,2355,1,0,1,0,0.42462845010615713,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_05_1_PF_01,1978,Aisne,non mentionnÃ©,non classé,6898,1,0,1,0,0.14496955639315745,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_05_1_PF_02,1978,Aisne,non mentionnÃ©,non classé,5939,2,0,2,1,0.33675702980299715,0.0,0.16837851490149858,0.6666666666666666,True,local
EL102_L_1978_03_002_05_1_PF_03,1978,Aisne,Pour le socialisme le pouvoir aux travailleurs,gauche,5755,1,0,1,0,0.1737619461337967,0.0,0.0,0.0,False,local
EL102_L_1978_03_002_05_1_PF_04,1978,Aisne,non mentionnÃ©,non classé,6274,2,0,2,3,0.318775900541919,0.0,0.47816385081287854,1.2,True,supranational
EL102_L_1978_03_002_05_1_PF_05,1978,Aisne,Union de la majoritÃ©,non classé,5745,1,0,1,1,0.17406440382941687,0.0,0.17406440382941687,1.0,True,local
EL102_L_1978_03_003_01_1_PF_01,1978,Allier,Union et changement,non classé,4516,1,0,1,0,0.22143489813994685,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_01_1_PF_02,1978,Allier,non mentionnÃ©,non classé,4927,4,0,4,1,0.811853054597118,0.0,0.2029632636492795,0.4,True,local
EL102_L_1978_03_003_01_1_PF_03,1978,Allier,non mentionnÃ©,non classé,7858,2,0,2,1,0.2545176889793841,0.0,0.12725884448969205,0.6666666666666666,True,local
EL102_L_1978_03_003_01_1_PF_04,1978,Allier,non mentionnÃ©,non classé,6968,1,0,1,0,0.14351320321469574,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_01_1_PF_05,1978,Allier,non mentionnÃ©,non classé,5668,1,0,1,0,0.1764290755116443,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_01_1_PF_06,1978,Allier,non mentionnÃ©,non classé,1526,2,0,2,0,1.310615989515072,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_02_1_PF_01,1978,Allier,Union de la gauche,gauche,6173,1,0,1,2,0.16199578810950915,0.0,0.3239915762190183,1.3333333333333333,True,supranational
EL102_L_1978_03_003_02_1_PF_02,1978,Allier,Union et changement,non classé,4840,3,0,3,0,0.6198347107438017,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_02_1_PF_03,1978,Allier,non mentionnÃ©,non classé,6972,1,0,1,0,0.14343086632243257,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_02_1_PF_04,1978,Allier,Union de la majoritÃ©,non classé,5158,1,0,1,2,0.19387359441644048,0.0,0.38774718883288095,1.3333333333333333,True,supranational
EL102_L_1978_03_003_02_1_PF_05,1978,Allier,Union rÃ©publicaine et socialiste,gauche,2755,3,0,3,1,1.088929219600726,0.0,0.3629764065335753,0.5,True,local
EL102_L_1978_03_003_03_1_PF_01,1978,Allier,Union de la majoritÃ©,non classé,6123,1,0,1,5,0.16331863465621427,0.0,0.8165931732810714,1.6666666666666667,True,supranational
EL102_L_1978_03_003_03_1_PF_02,1978,Allier,MajoritÃ© prÃ©sidentielle,non classé,4186,4,0,4,1,0.9555661729574774,0.0,0.23889154323936934,0.4,True,local
EL102_L_1978_03_003_03_1_PF_03,1978,Allier,non mentionnÃ©,non classé,6980,1,0,1,0,0.14326647564469913,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_03_1_PF_04,1978,Allier,non mentionnÃ©,non classé,4174,1,0,1,0,0.23957834211787252,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_03_1_PF_05,1978,Allier,Union et changement,non classé,7510,5,0,5,0,0.6657789613848203,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_04_1_PF_01,1978,Allier,Union de la majoritÃ© prÃ©sidentielle,non classé,5024,3,0,3,4,0.5971337579617835,0.0,0.7961783439490446,1.1428571428571428,True,supranational
EL102_L_1978_03_003_04_1_PF_02,1978,Allier,non mentionnÃ©,non classé,5075,1,0,1,1,0.19704433497536944,0.0,0.19704433497536944,1.0,True,local
EL102_L_1978_03_003_04_1_PF_03,1978,Allier,Union et changement,non classé,7800,2,0,2,1,0.25641025641025644,0.0,0.12820512820512822,0.6666666666666666,True,local
EL102_L_1978_03_003_04_1_PF_04,1978,Allier,non mentionnÃ©,non classé,6980,1,0,1,0,0.14326647564469913,0.0,0.0,0.0,False,local
EL102_L_1978_03_003_04_1_PF_05,1978,Allier,non mentionnÃ©,non classé,3415,3,0,3,1,0.8784773060029283,0.0,0.29282576866764276,0.5,True,local
EL102_L_1978_03_004_01_1_PF_01,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,5099,1,0,1,1,0.19611688566385566,0.0,0.19611688566385566,1.0,True,local
EL102_L_1978_03_004_01_1_PF_02,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,6848,1,0,1,0,0.14602803738317757,0.0,0.0,0.0,False,local
EL102_L_1978_03_004_01_1_PF_03,1978,Alpes-de-Haute-Provence,Union et changement,non classé,4781,1,0,1,0,0.20916126333403054,0.0,0.0,0.0,False,local
EL102_L_1978_03_004_01_1_PF_04,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,8697,3,0,3,1,0.3449465332873405,0.0,0.11498217776244683,0.5,True,local
EL102_L_1978_03_004_01_1_PF_05,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,2137,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_004_01_1_PF_06,1978,Alpes-de-Haute-Provence,Union de la majoritÃ©,non classé,8085,5,0,5,2,0.6184291898577612,0.0,0.2473716759431045,0.5714285714285714,True,local
EL102_L_1978_03_004_01_1_PF_07,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,5087,1,0,1,1,0.19657951641438964,0.0,0.19657951641438964,1.0,True,local
EL102_L_1978_03_004_02_1_PF_01,1978,Alpes-de-Haute-Provence,Union de la majoritÃ©,non classé,7015,4,0,4,1,0.5702066999287242,0.0,0.14255167498218105,0.4,True,local
EL102_L_1978_03_004_02_1_PF_02,1978,Alpes-de-Haute-Provence,Soutien Ã /de l'action du PrÃ©sident de la RÃ©publique,non classé,13565,4,0,4,6,0.29487652045705864,0.0,0.44231478068558794,1.2,True,supranational
EL102_L_1978_03_004_02_1_PF_03,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,6916,1,0,1,0,0.14459224985540775,0.0,0.0,0.0,False,local
EL102_L_1978_03_004_02_1_PF_04,1978,Alpes-de-Haute-Provence,Union et changement,non classé,4284,1,0,1,0,0.2334267040149393,0.0,0.0,0.0,False,local
EL102_L_1978_03_004_02_1_PF_05,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,8126,2,0,2,1,0.24612355402412012,0.0,0.12306177701206006,0.6666666666666666,True,local
EL102_L_1978_03_004_02_1_PF_06,1978,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,3609,1,0,1,4,0.2770850651149903,0.0,1.1083402604599613,1.6,True,supranational
EL102_L_1978_03_004_02_1_PF_07,1978,Alpes-de-Haute-Provence,Ecologie 78,non classé,10269,2,0,2,3,0.19476093095724997,0.0,0.29214139643587494,1.2,True,supranational
EL102_L_1978_03_005_01_1_PF_01,1978,Hautes-Alpes,non mentionnÃ©,non classé,6901,1,0,1,0,0.14490653528474134,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_01_1_PF_02,1978,Hautes-Alpes,MajoritÃ© prÃ©sidentielle,non classé,4835,4,0,4,1,0.827300930713547,0.0,0.20682523267838676,0.4,True,local
EL102_L_1978_03_005_01_1_PF_03,1978,Hautes-Alpes,non mentionnÃ©,non classé,6935,1,0,1,3,0.14419610670511898,0.0,0.4325883201153569,1.5,True,supranational
EL102_L_1978_03_005_01_1_PF_04,1978,Hautes-Alpes,non mentionnÃ©,non classé,3169,1,0,1,1,0.3155569580309246,0.0,0.3155569580309246,1.0,True,local
EL102_L_1978_03_005_01_1_PF_05,1978,Hautes-Alpes,Union et changement,non classé,2454,1,0,1,0,0.40749796251018744,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_01_1_PF_06,1978,Hautes-Alpes,Union de la droite,non classé,9583,1,0,1,11,0.10435145570280706,0.0,1.1478660127308775,1.8333333333333333,True,supranational
EL102_L_1978_03_005_01_1_PF_07,1978,Hautes-Alpes,non mentionnÃ©,non classé,2489,1,0,1,0,0.40176777822418647,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_02_1_PF_01,1978,Hautes-Alpes,non mentionnÃ©,non classé,3323,3,0,3,2,0.9027986758952754,0.0,0.6018657839301835,0.8,True,local
EL102_L_1978_03_005_02_1_PF_02,1978,Hautes-Alpes,non mentionnÃ©,non classé,4439,7,0,7,0,1.5769317413831945,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_02_1_PF_03,1978,Hautes-Alpes,Union et changement,non classé,2447,1,0,1,0,0.40866366979975477,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_02_1_PF_04,1978,Hautes-Alpes,non mentionnÃ©,non classé,8092,7,0,7,0,0.8650519031141868,0.0,0.0,0.0,False,local
EL102_L_1978_03_005_02_1_PF_05,1978,Hautes-Alpes,non mentionnÃ©,non classé,6891,1,0,1,0,0.14511681903932666,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_01_1_PF_01,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6940,1,0,1,0,0.1440922190201729,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_01_1_PF_02,1978,Alpes-Maritimes,Union de la gauche et des dÃ©mocrates,gauche,3161,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_006_01_1_PF_03,1978,Alpes-Maritimes,non mentionnÃ©,non classé,7499,2,0,2,4,0.26670222696359513,0.0,0.5334044539271903,1.3333333333333333,True,supranational
EL102_L_1978_03_006_01_1_PF_04,1978,Alpes-Maritimes,non mentionnÃ©,non classé,3832,2,0,2,0,0.5219206680584552,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_01_1_PF_05,1978,Alpes-Maritimes,Union de la droite,non classé,9618,1,0,1,11,0.10397171969224371,0.0,1.1436889166146809,1.8333333333333333,True,supranational
EL102_L_1978_03_006_01_1_PF_06,1978,Alpes-Maritimes,non mentionnÃ©,non classé,9246,0,0,0,2,0.0,0.0,0.2163097555699762,2.0,True,supranational
EL102_L_1978_03_006_01_1_PF_07,1978,Alpes-Maritimes,non mentionnÃ©,non classé,8758,2,0,2,3,0.22836263987211694,0.0,0.3425439598081754,1.2,True,supranational
EL102_L_1978_03_006_01_1_PF_08,1978,Alpes-Maritimes,non mentionnÃ©,non classé,3309,0,0,0,1,0.0,0.0,0.30220610456331215,2.0,True,supranational
EL102_L_1978_03_006_01_1_PF_09,1978,Alpes-Maritimes,non mentionnÃ©,non classé,1178,0,0,0,1,0.0,0.0,0.8488964346349746,2.0,True,supranational
EL102_L_1978_03_006_02_1_PF_01,1978,Alpes-Maritimes,non mentionnÃ©,non classé,3831,2,0,2,4,0.5220569042025581,0.0,1.0441138084051163,1.3333333333333333,True,supranational
EL102_L_1978_03_006_02_1_PF_02,1978,Alpes-Maritimes,non mentionnÃ©,non classé,4941,1,0,1,0,0.20238818053025703,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_02_1_PF_03,1978,Alpes-Maritimes,Front autogestionnaire socialiste,gauche,5428,1,0,1,1,0.18422991893883567,0.0,0.18422991893883567,1.0,True,local
EL102_L_1978_03_006_02_1_PF_04,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6872,1,0,1,0,0.14551804423748546,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_02_1_PF_05,1978,Alpes-Maritimes,Union de la gauche,gauche,2760,1,0,1,1,0.3623188405797102,0.0,0.3623188405797102,1.0,True,local
EL102_L_1978_03_006_02_1_PF_06,1978,Alpes-Maritimes,non mentionnÃ©,non classé,3626,0,0,0,1,0.0,0.0,0.27578599007170435,2.0,True,supranational
EL102_L_1978_03_006_02_1_PF_07,1978,Alpes-Maritimes,non mentionnÃ©,non classé,5768,2,0,2,2,0.34674063800277394,0.0,0.34674063800277394,1.0,True,local
EL102_L_1978_03_006_02_1_PF_08,1978,Alpes-Maritimes,non mentionnÃ©,non classé,3139,1,0,1,0,0.31857279388340237,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_02_1_PF_09,1978,Alpes-Maritimes,Ecologie 78,non classé,8673,1,0,1,3,0.11530035743110803,0.0,0.3459010722933241,1.5,True,supranational
EL102_L_1978_03_006_02_1_PF_10,1978,Alpes-Maritimes,non mentionnÃ©,non classé,5002,1,0,1,1,0.19992003198720512,0.0,0.19992003198720512,1.0,True,local
EL102_L_1978_03_006_03_1_PF_01,1978,Alpes-Maritimes,non mentionnÃ©,non classé,5140,1,0,1,1,0.19455252918287938,0.0,0.19455252918287938,1.0,True,local
EL102_L_1978_03_006_03_1_PF_02,1978,Alpes-Maritimes,MajoritÃ© prÃ©sidentielle,non classé,3426,2,0,2,1,0.5837711617046117,0.0,0.29188558085230587,0.6666666666666666,True,local
EL102_L_1978_03_006_03_1_PF_03,1978,Alpes-Maritimes,non mentionnÃ©,non classé,4282,1,0,1,1,0.2335357309668379,0.0,0.2335357309668379,1.0,True,local
EL102_L_1978_03_006_03_1_PF_04,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6878,1,0,1,0,0.14539110206455363,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_03_1_PF_05,1978,Alpes-Maritimes,Union ouvriÃ¨re et paysanne pour la dÃ©mocratie prolÃ©tarienne,non classé,8207,1,0,1,3,0.12184720360667721,0.0,0.36554161082003167,1.5,True,supranational
EL102_L_1978_03_006_03_1_PF_06,1978,Alpes-Maritimes,non mentionnÃ©,non classé,8044,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_006_03_1_PF_07,1978,Alpes-Maritimes,Union et changement,non classé,3484,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL102_L_1978_03_006_03_1_PF_08,1978,Alpes-Maritimes,non mentionnÃ©,non classé,7857,1,0,1,0,0.12727504136438844,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_03_1_PF_09,1978,Alpes-Maritimes,non mentionnÃ©,non classé,5728,1,0,1,0,0.17458100558659218,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_03_1_PF_10,1978,Alpes-Maritimes,non mentionnÃ©,non classé,1208,0,0,0,1,0.0,0.0,0.8278145695364238,2.0,True,supranational
EL102_L_1978_03_006_03_1_PF_11,1978,Alpes-Maritimes,non mentionnÃ©,non classé,5984,2,0,2,2,0.3342245989304813,0.0,0.3342245989304813,1.0,True,local
EL102_L_1978_03_006_03_1_PF_12,1978,Alpes-Maritimes,Ecologie 78,non classé,8330,1,0,1,3,0.12004801920768307,0.0,0.36014405762304924,1.5,True,supranational
EL102_L_1978_03_006_04_1_PF_01,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6856,1,0,1,0,0.14585764294049008,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_04_1_PF_02,1978,Alpes-Maritimes,Union et changement,non classé,3086,2,0,2,0,0.6480881399870383,0.0,0.0,0.0,False,local
EL102_L_1978_03_006_04_1_PF_03,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6772,2,0,2,1,0.29533372711163614,0.0,0.14766686355581807,0.6666666666666666,True,local
EL102_L_1978_03_006_04_1_PF_04,1978,Alpes-Maritimes,MajoritÃ© prÃ©sidentielle,non classé,5183,2,0,2,2,0.3858769052672198,0.0,0.3858769052672198,1.0,True,local
EL102_L_1978_03_006_04_1_PF_05,1978,Alpes-Maritimes,Union de la droite,non classé,9589,1,0,1,11,0.10428616122640526,0.0,1.1471477734904578,1.8333333333333333,True,supranational
EL102_L_1978_03_006_04_1_PF_06,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6020,1,0,1,1,0.16611295681063123,0.0,0.16611295681063123,1.0,True,local
EL102_L_1978_03_006_04_1_PF_07,1978,Alpes-Maritimes,non mentionnÃ©,non classé,7738,1,0,1,8,0.12923235978288963,0.0,1.033858878263117,1.7777777777777777,True,supranational
EL102_L_1978_03_006_04_1_PF_08,1978,Alpes-Maritimes,DÃ©fense de la nature et du rivage,non classé,3051,1,0,1,3,0.32776138970829233,0.0,0.983284169124877,1.5,True,supranational
EL102_L_1978_03_006_05_1_PF_01,1978,Alpes-Maritimes,non mentionnÃ©,non classé,6169,1,0,1,8,0.16210082671421625,0.0,1.29680661371373,1.7777777777777777,True,supranational
EL102_L_1978_03_006_05_1_PF_02,1978,Alpes-Maritimes,non mentionnÃ©,non classé,7858,0,0,0,4,0.0,0.0,0.5090353779587682,2.0,True,supranational
EL102_L_1978_03_006_05_1_PF_03,1978,Alpes-Maritimes,non mentionnÃ©,non classé,2162,0,0,0,0,0.0,0.0,0.0,,False,inconnu
