id,annee,departement,parti,bloc_politique,n_chars,n_loc_local,n_loc_national,n_loc_total,n_intl,local_dens,national_dens,intl_dens,scale_score,has_intl,dominant_scale
EL065_L_1973_03_001_01_1_PF_01,1973,Ain,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,2999,4,0,4,8,1.333777925975325,0.0,2.66755585195065,1.3333333333333333,True,supranational
EL065_L_1973_03_001_01_1_PF_02,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,5178,4,0,4,0,0.772499034376207,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_01_1_PF_03,1973,Ain,FaÃ®tes confiance aux jeunes d'aujourd'hui,non classé,2455,3,0,3,1,1.2219959266802443,0.0,0.40733197556008144,0.5,True,local
EL065_L_1973_03_001_01_1_PF_04,1973,Ain,Union populaire et victoire du programme commun,non classé,6734,5,0,5,1,0.7425007425007425,0.0,0.1485001485001485,0.3333333333333333,True,local
EL065_L_1973_03_001_01_1_PF_05,1973,Ain,MajoritÃ© Ve RÃ©publique,non classé,6600,10,0,10,0,1.5151515151515151,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_01_1_PF_06,1973,Ain,non mentionnÃ©,non classé,3561,4,0,4,0,1.1232799775344005,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_01_1_PF_07,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,4237,7,0,7,0,1.6521123436393674,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_02_1_PF_01,1973,Ain,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,13185,22,0,22,9,1.6685627607129312,0.0,0.68259385665529,0.5806451612903226,True,local
EL065_L_1973_03_001_02_1_PF_02,1973,Ain,Union populaire et victoire du programme commun,non classé,6986,4,0,4,1,0.572573718866304,0.0,0.143143429716576,0.4,True,local
EL065_L_1973_03_001_02_1_PF_03,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,8299,4,0,4,1,0.48198578141944814,0.0,0.12049644535486204,0.4,True,local
EL065_L_1973_03_001_02_1_PF_04,1973,Ain,Action sociale,non classé,2439,2,0,2,0,0.8200082000820008,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_02_1_PF_05,1973,Ain,non mentionnÃ©,non classé,2356,2,0,2,2,0.8488964346349746,0.0,0.8488964346349746,1.0,True,local
EL065_L_1973_03_001_02_1_PF_06,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,4217,7,0,7,0,1.6599478302110506,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_02_1_PF_07,1973,Ain,non mentionnÃ©,non classé,3186,5,0,5,2,1.569365976145637,0.0,0.6277463904582549,0.5714285714285714,True,local
EL065_L_1973_03_001_03_1_PF_01,1973,Ain,non mentionnÃ©,non classé,6351,16,0,16,3,2.519288301054952,0.0,0.4723665564478035,0.3157894736842105,True,local
EL065_L_1973_03_001_03_1_PF_02,1973,Ain,Union de la gauche socialiste et dÃ©mocrate,gauche,5860,5,0,5,2,0.8532423208191126,0.0,0.341296928327645,0.5714285714285714,True,local
EL065_L_1973_03_001_03_1_PF_03,1973,Ain,En finir avec la sociÃ©tÃ© actuelle,non classé,4263,7,0,7,0,1.6420361247947455,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_03_1_PF_04,1973,Ain,Environnement et progrÃ¨s,non classé,3342,10,0,10,0,2.9922202274087373,0.0,0.0,0.0,False,local
EL065_L_1973_03_001_03_1_PF_05,1973,Ain,non mentionnÃ©,non classé,5988,6,0,6,1,1.002004008016032,0.0,0.167000668002672,0.2857142857142857,True,local
EL065_L_1973_03_001_03_1_PF_06,1973,Ain,Union populaire et victoire du programme commun,non classé,6808,6,0,6,1,0.8813160987074031,0.0,0.14688601645123384,0.2857142857142857,True,local
EL065_L_1973_03_001_03_1_PF_07,1973,Ain,non mentionnÃ©,non classé,2640,3,0,3,1,1.1363636363636362,0.0,0.3787878787878788,0.5,True,local
EL065_L_1973_03_002_01_1_PF_01,1973,Aisne,Changement dans le calme,non classé,3282,2,0,2,0,0.6093845216331505,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_01_1_PF_02,1973,Aisne,non mentionnÃ©,non classé,3361,1,0,1,0,0.29753049687592975,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_01_1_PF_03,1973,Aisne,Union populaire et victoire du programme commun,non classé,5259,2,0,2,0,0.3803004373455029,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_01_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,5698,0,0,0,6,0.0,0.0,1.053001053001053,2.0,True,supranational
EL065_L_1973_03_002_01_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,3309,1,0,1,1,0.30220610456331215,0.0,0.30220610456331215,1.0,True,local
EL065_L_1973_03_002_02_1_PF_01,1973,Aisne,Changer la vie,non classé,3176,2,0,2,0,0.6297229219143576,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_02_1_PF_02,1973,Aisne,Union populaire et victoire du programme commun,non classé,4634,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_002_02_1_PF_03,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3282,1,0,1,1,0.30469226081657524,0.0,0.30469226081657524,1.0,True,local
EL065_L_1973_03_002_02_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,2013,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_002_02_1_PF_05,1973,Aisne,Union pour le renouveau d'une majoritÃ© Ã©largie,non classé,4059,0,0,0,1,0.0,0.0,0.2463661000246366,2.0,True,supranational
EL065_L_1973_03_002_02_1_PF_06,1973,Aisne,En finir avec la sociÃ©tÃ© actuelle,non classé,5347,2,0,2,0,0.37404151860856555,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_02_1_PF_07,1973,Aisne,non mentionnÃ©,non classé,3709,2,0,2,6,0.5392289026691831,0.0,1.6176867080075492,1.5,True,supranational
EL065_L_1973_03_002_02_1_PF_08,1973,Aisne,non mentionnÃ©,non classé,3822,1,0,1,2,0.2616431187859759,0.0,0.5232862375719518,1.3333333333333333,True,supranational
EL065_L_1973_03_002_03_1_PF_01,1973,Aisne,Union populaire et victoire du programme commun,non classé,3462,1,0,1,0,0.28885037550548814,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_03_1_PF_02,1973,Aisne,Union pour la prospÃ©ritÃ© de la ThiÃ©rache,non classé,4255,0,0,0,1,0.0,0.0,0.23501762632197415,2.0,True,supranational
EL065_L_1973_03_002_03_1_PF_03,1973,Aisne,non mentionnÃ©,non classé,4360,3,0,3,5,0.6880733944954128,0.0,1.146788990825688,1.25,True,supranational
EL065_L_1973_03_002_03_1_PF_04,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3292,1,0,1,1,0.3037667071688943,0.0,0.3037667071688943,1.0,True,local
EL065_L_1973_03_002_03_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,3867,1,0,1,2,0.2585983966899405,0.0,0.517196793379881,1.3333333333333333,True,supranational
EL065_L_1973_03_002_03_1_PF_06,1973,Aisne,non mentionnÃ©,non classé,5018,3,0,3,1,0.5978477481068155,0.0,0.19928258270227184,0.5,True,local
EL065_L_1973_03_002_04_1_PF_01,1973,Aisne,FÃ©dÃ©ration de la gauche socialiste et dÃ©mocrate,gauche,3050,0,0,0,1,0.0,0.0,0.3278688524590164,2.0,True,supranational
EL065_L_1973_03_002_04_1_PF_02,1973,Aisne,Union populaire et victoire du programme commun,non classé,4724,1,0,1,0,0.21168501270110077,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_04_1_PF_03,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3295,1,0,1,1,0.30349013657056145,0.0,0.30349013657056145,1.0,True,local
EL065_L_1973_03_002_04_1_PF_04,1973,Aisne,non mentionnÃ©,non classé,5432,1,0,1,5,0.1840942562592047,0.0,0.9204712812960235,1.6666666666666667,True,supranational
EL065_L_1973_03_002_04_1_PF_05,1973,Aisne,non mentionnÃ©,non classé,4413,1,0,1,2,0.22660321776569226,0.0,0.4532064355313845,1.3333333333333333,True,supranational
EL065_L_1973_03_002_04_1_PF_06,1973,Aisne,En finir avec la sociÃ©tÃ© actuelle,non classé,5512,2,0,2,0,0.362844702467344,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_05_1_PF_01,1973,Aisne,non mentionnÃ©,non classé,2405,2,0,2,0,0.8316008316008316,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_05_1_PF_02,1973,Aisne,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,4640,1,0,1,2,0.21551724137931036,0.0,0.4310344827586207,1.3333333333333333,True,supranational
EL065_L_1973_03_002_05_1_PF_03,1973,Aisne,Changer la vie,non classé,3039,1,0,1,0,0.3290556103981573,0.0,0.0,0.0,False,local
EL065_L_1973_03_002_05_1_PF_04,1973,Aisne,Union populaire et victoire du programme commun,non classé,3671,1,0,1,0,0.27240533914464726,0.0,0.0,0.0,False,local
EL065_L_1973_03_003_01_1_PF_01,1973,Allier,Union populaire et victoire du programme commun,non classé,10064,2,0,2,1,0.1987281399046105,0.0,0.09936406995230525,0.6666666666666666,True,local
EL065_L_1973_03_003_01_1_PF_02,1973,Allier,Changement dans le calme,non classé,3364,1,0,1,2,0.2972651605231867,0.0,0.5945303210463734,1.3333333333333333,True,supranational
EL065_L_1973_03_003_01_1_PF_03,1973,Allier,non mentionnÃ©,non classé,7288,3,0,3,1,0.411635565312843,0.0,0.137211855104281,0.5,True,local
EL065_L_1973_03_003_01_1_PF_04,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,5948,4,0,4,6,0.6724949562878278,0.0,1.0087424344317417,1.2,True,supranational
EL065_L_1973_03_003_01_1_PF_05,1973,Allier,non mentionnÃ©,non classé,9659,1,0,1,1,0.1035303861683404,0.0,0.1035303861683404,1.0,True,local
EL065_L_1973_03_003_02_1_PF_01,1973,Allier,MajoritÃ©,non classé,3502,2,0,2,1,0.5711022272986865,0.0,0.28555111364934327,0.6666666666666666,True,local
EL065_L_1973_03_003_02_1_PF_02,1973,Allier,Union rÃ©publicaine et socialiste,gauche,5057,4,0,4,1,0.7909827961241842,0.0,0.19774569903104605,0.4,True,local
EL065_L_1973_03_003_02_1_PF_03,1973,Allier,non mentionnÃ©,non classé,9655,1,0,1,1,0.1035732780942517,0.0,0.1035732780942517,1.0,True,local
EL065_L_1973_03_003_02_1_PF_04,1973,Allier,Union populaire et victoire du programme commun,non classé,8753,4,0,4,0,0.4569861761681709,0.0,0.0,0.0,False,local
EL065_L_1973_03_003_02_1_PF_05,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,6279,2,0,2,3,0.3185220576524924,0.0,0.4777830864787387,1.2,True,supranational
EL065_L_1973_03_003_03_1_PF_01,1973,Allier,MajoritÃ©,non classé,7019,3,0,3,3,0.4274113121527283,0.0,0.4274113121527283,1.0,True,local
EL065_L_1973_03_003_03_1_PF_02,1973,Allier,non mentionnÃ©,non classé,1881,1,0,1,0,0.531632110579479,0.0,0.0,0.0,False,local
EL065_L_1973_03_003_03_1_PF_03,1973,Allier,Union rÃ©publicaine,non classé,7040,2,0,2,1,0.2840909090909091,0.0,0.14204545454545456,0.6666666666666666,True,local
EL065_L_1973_03_003_03_1_PF_04,1973,Allier,non mentionnÃ©,non classé,9658,1,0,1,1,0.10354110581901015,0.0,0.10354110581901015,1.0,True,local
EL065_L_1973_03_003_03_1_PF_05,1973,Allier,Union populaire et victoire du programme commun,non classé,5499,2,0,2,1,0.36370249136206584,0.0,0.18185124568103292,0.6666666666666666,True,local
EL065_L_1973_03_003_03_1_PF_06,1973,Allier,non mentionnÃ©,non classé,4133,4,0,4,2,0.9678199854827002,0.0,0.4839099927413501,0.6666666666666666,True,local
EL065_L_1973_03_003_04_1_PF_01,1973,Allier,non mentionnÃ©,non classé,3701,1,0,1,1,0.2701972439881113,0.0,0.2701972439881113,1.0,True,local
EL065_L_1973_03_003_04_1_PF_02,1973,Allier,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,2259,3,0,3,0,1.3280212483399736,0.0,0.0,0.0,False,local
EL065_L_1973_03_003_04_1_PF_03,1973,Allier,Union populaire et victoire du programme commun,non classé,7826,4,0,4,2,0.5111167901865576,0.0,0.2555583950932788,0.6666666666666666,True,local
EL065_L_1973_03_003_04_1_PF_04,1973,Allier,Union de la gauche socialiste et dÃ©mocrate,gauche,6040,2,0,2,0,0.33112582781456956,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_01_1_PF_01,1973,Alpes-de-Haute-Provence,Union populaire et victoire du programme commun,non classé,5722,1,0,1,0,0.17476406850751483,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_01_1_PF_02,1973,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,7083,2,0,2,1,0.2823662289990117,0.0,0.14118311449950585,0.6666666666666666,True,local
EL065_L_1973_03_004_01_1_PF_03,1973,Alpes-de-Haute-Provence,Changement dans le calme,non classé,3544,3,0,3,0,0.8465011286681715,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_01_1_PF_04,1973,Alpes-de-Haute-Provence,Union de la gauche socialiste et dÃ©mocrate,gauche,8779,3,0,3,5,0.34172456999658274,0.0,0.5695409499943046,1.25,True,supranational
EL065_L_1973_03_004_02_1_PF_01,1973,Alpes-de-Haute-Provence,Union populaire et victoire du programme commun,non classé,5691,1,0,1,0,0.17571604287471446,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_02_1_PF_02,1973,Alpes-de-Haute-Provence,Changement dans le calme,non classé,3978,1,0,1,2,0.2513826043237808,0.0,0.5027652086475616,1.3333333333333333,True,supranational
EL065_L_1973_03_004_02_1_PF_03,1973,Alpes-de-Haute-Provence,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,13035,3,0,3,0,0.23014959723820483,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_02_1_PF_04,1973,Alpes-de-Haute-Provence,Union de la gauche socialiste et dÃ©mocrate,gauche,8807,3,0,3,5,0.34063812876121263,0.0,0.5677302146020211,1.25,True,supranational
EL065_L_1973_03_004_02_1_PF_05,1973,Alpes-de-Haute-Provence,Action sociale et progrÃ¨s,non classé,8505,3,0,3,0,0.3527336860670194,0.0,0.0,0.0,False,local
EL065_L_1973_03_004_02_1_PF_06,1973,Alpes-de-Haute-Provence,non mentionnÃ©,non classé,9735,1,0,1,1,0.10272213662044172,0.0,0.10272213662044172,1.0,True,local
EL065_L_1973_03_005_01_1_PF_01,1973,Hautes-Alpes,Union centriste;MajoritÃ©,non classé,3869,2,0,2,3,0.5169294391315585,0.0,0.7753941586973377,1.2,True,supranational
EL065_L_1973_03_005_01_1_PF_02,1973,Hautes-Alpes,Union de la gauche socialiste et dÃ©mocrate,gauche,6514,2,0,2,4,0.30703101013202333,0.0,0.6140620202640467,1.3333333333333333,True,supranational
EL065_L_1973_03_005_01_1_PF_03,1973,Hautes-Alpes,Union populaire et victoire du programme commun,non classé,5368,2,0,2,1,0.37257824143070045,0.0,0.18628912071535023,0.6666666666666666,True,local
EL065_L_1973_03_005_01_1_PF_04,1973,Hautes-Alpes,non mentionnÃ©,non classé,7513,4,0,4,0,0.5324104884866232,0.0,0.0,0.0,False,local
EL065_L_1973_03_005_01_1_PF_05,1973,Hautes-Alpes,non mentionnÃ©,non classé,9730,1,0,1,1,0.10277492291880781,0.0,0.10277492291880781,1.0,True,local
EL065_L_1973_03_005_02_1_PF_01,1973,Hautes-Alpes,non mentionnÃ©,non classé,3232,6,0,6,0,1.8564356435643563,0.0,0.0,0.0,False,local
EL065_L_1973_03_005_02_1_PF_02,1973,Hautes-Alpes,Union populaire et victoire du programme commun,non classé,5376,2,0,2,1,0.3720238095238095,0.0,0.18601190476190474,0.6666666666666666,True,local
EL065_L_1973_03_005_02_1_PF_03,1973,Hautes-Alpes,non mentionnÃ©,non classé,5054,4,0,4,0,0.7914523149980214,0.0,0.0,0.0,False,local
EL065_L_1973_03_005_02_1_PF_04,1973,Hautes-Alpes,Union de la gauche socialiste et dÃ©mocrate,gauche,5658,4,0,4,0,0.7069635913750442,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_01_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,5125,1,0,1,1,0.1951219512195122,0.0,0.1951219512195122,1.0,True,local
EL065_L_1973_03_006_01_1_PF_02,1973,Alpes-Maritimes,non mentionnÃ©,non classé,9729,1,0,1,1,0.10278548668927948,0.0,0.10278548668927948,1.0,True,local
EL065_L_1973_03_006_01_1_PF_03,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,4857,1,0,1,1,0.20588840848260243,0.0,0.20588840848260243,1.0,True,local
EL065_L_1973_03_006_01_1_PF_04,1973,Alpes-Maritimes,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,4318,1,0,1,1,0.23158869847151461,0.0,0.23158869847151461,1.0,True,local
EL065_L_1973_03_006_01_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,3815,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_006_01_1_PF_06,1973,Alpes-Maritimes,non mentionnÃ©,non classé,6385,2,0,2,2,0.31323414252153486,0.0,0.31323414252153486,1.0,True,local
EL065_L_1973_03_006_01_1_PF_07,1973,Alpes-Maritimes,Changement dans le calme,non classé,4924,3,0,3,3,0.6092607636068237,0.0,0.6092607636068237,1.0,True,local
EL065_L_1973_03_006_01_1_PF_08,1973,Alpes-Maritimes,non mentionnÃ©,non classé,5846,2,0,2,3,0.3421142661648991,0.0,0.5131713992473486,1.2,True,supranational
EL065_L_1973_03_006_01_1_PF_09,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,10687,0,0,0,1,0.0,0.0,0.09357162908206232,2.0,True,supranational
EL065_L_1973_03_006_02_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,5037,1,0,1,1,0.19853087155052612,0.0,0.19853087155052612,1.0,True,local
EL065_L_1973_03_006_02_1_PF_02,1973,Alpes-Maritimes,Pouvoir des travailleurs,gauche,9893,0,0,0,5,0.0,0.0,0.5054078641463661,2.0,True,supranational
EL065_L_1973_03_006_02_1_PF_03,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,6193,1,0,1,3,0.16147263038914905,0.0,0.48441789116744716,1.5,True,supranational
EL065_L_1973_03_006_02_1_PF_04,1973,Alpes-Maritimes,MajoritÃ© prÃ©sidentielle,non classé,10742,1,0,1,3,0.0930925339787749,0.0,0.27927760193632467,1.5,True,supranational
EL065_L_1973_03_006_02_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,6032,2,0,2,2,0.33156498673740054,0.0,0.33156498673740054,1.0,True,local
EL065_L_1973_03_006_02_1_PF_06,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,10586,0,0,0,1,0.0,0.0,0.09446438692612885,2.0,True,supranational
EL065_L_1973_03_006_03_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,5686,2,0,2,0,0.35174111853675694,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_03_1_PF_02,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,5527,1,0,1,1,0.1809299800977022,0.0,0.1809299800977022,1.0,True,local
EL065_L_1973_03_006_03_1_PF_03,1973,Alpes-Maritimes,non mentionnÃ©,non classé,3967,2,0,2,0,0.5041593143433325,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_03_1_PF_04,1973,Alpes-Maritimes,non mentionnÃ©,non classé,4496,1,0,1,0,0.22241992882562275,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_03_1_PF_05,1973,Alpes-Maritimes,Changement dans le calme,non classé,1258,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_006_04_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,4857,2,0,2,1,0.41177681696520485,0.0,0.20588840848260243,0.6666666666666666,True,local
EL065_L_1973_03_006_04_1_PF_02,1973,Alpes-Maritimes,Changer la vie,non classé,2181,1,0,1,0,0.4585052728106373,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_04_1_PF_03,1973,Alpes-Maritimes,Paix bio-humanisme,non classé,2637,1,0,1,0,0.37921880925293894,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_04_1_PF_04,1973,Alpes-Maritimes,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,3603,3,0,3,0,0.832639467110741,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_04_1_PF_05,1973,Alpes-Maritimes,Union centriste et nationale,non classé,3299,2,0,2,2,0.6062443164595333,0.0,0.6062443164595333,1.0,True,local
EL065_L_1973_03_006_04_1_PF_06,1973,Alpes-Maritimes,Changement sans bouleversement,non classé,5682,2,0,2,0,0.3519887363604364,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_05_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,6754,1,0,1,1,0.14806040864672787,0.0,0.14806040864672787,1.0,True,local
EL065_L_1973_03_006_05_1_PF_02,1973,Alpes-Maritimes,En finir avec la sociÃ©tÃ© actuelle,non classé,5320,2,0,2,0,0.37593984962406013,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_05_1_PF_03,1973,Alpes-Maritimes,non mentionnÃ©,non classé,4870,0,0,0,1,0.0,0.0,0.2053388090349076,2.0,True,supranational
EL065_L_1973_03_006_05_1_PF_04,1973,Alpes-Maritimes,MajoritÃ©,non classé,6974,2,0,2,11,0.28677946659019216,0.0,1.5772870662460567,1.6923076923076923,True,supranational
EL065_L_1973_03_006_05_1_PF_05,1973,Alpes-Maritimes,non mentionnÃ©,non classé,3018,1,0,1,0,0.3313452617627568,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_05_1_PF_06,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,10894,0,0,0,1,0.0,0.0,0.09179364787956673,2.0,True,supranational
EL065_L_1973_03_006_06_1_PF_01,1973,Alpes-Maritimes,Union populaire et victoire du programme commun,non classé,5839,2,0,2,1,0.3425244048638465,0.0,0.17126220243192325,0.6666666666666666,True,local
EL065_L_1973_03_006_06_1_PF_02,1973,Alpes-Maritimes,Union de la gauche socialiste et dÃ©mocrate,gauche,2296,0,0,0,1,0.0,0.0,0.4355400696864112,2.0,True,supranational
EL065_L_1973_03_006_06_1_PF_03,1973,Alpes-Maritimes,MajoritÃ© 73,non classé,5125,0,0,0,5,0.0,0.0,0.975609756097561,2.0,True,supranational
EL065_L_1973_03_006_06_1_PF_04,1973,Alpes-Maritimes,Union centriste,non classé,10618,5,0,5,1,0.47089847428894327,0.0,0.09417969485778865,0.3333333333333333,True,local
EL065_L_1973_03_006_06_1_PF_05,1973,Alpes-Maritimes,Changement dans le calme,non classé,3011,1,0,1,0,0.33211557622052473,0.0,0.0,0.0,False,local
EL065_L_1973_03_006_06_1_PF_06,1973,Alpes-Maritimes,non mentionnÃ©,non classé,5416,1,0,1,4,0.1846381093057607,0.0,0.7385524372230428,1.6,True,supranational
EL065_L_1973_03_006_06_1_PF_07,1973,Alpes-Maritimes,Des FranÃ§ais comme vous,non classé,9148,0,0,0,1,0.0,0.0,0.10931351114997814,2.0,True,supranational
EL065_L_1973_03_007_01_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,4820,0,2,2,0,0.0,0.41493775933609955,0.0,1.0,False,national
EL065_L_1973_03_007_01_1_PF_02,1973,ArdÃ¨che,En finir avec la sociÃ©tÃ© actuelle,non classé,5479,0,4,4,0,0.0,0.7300602299689725,0.0,1.0,False,national
EL065_L_1973_03_007_01_1_PF_03,1973,ArdÃ¨che,non mentionnÃ©,non classé,3615,0,1,1,0,0.0,0.276625172890733,0.0,1.0,False,national
EL065_L_1973_03_007_01_1_PF_04,1973,ArdÃ¨che,non mentionnÃ©,non classé,4483,0,1,1,1,0.0,0.2230649118893598,0.2230649118893598,1.5,True,supranational
EL065_L_1973_03_007_01_1_PF_05,1973,ArdÃ¨che,Changement dans le calme,non classé,4992,0,3,3,1,0.0,0.6009615384615384,0.20032051282051283,1.25,True,national
EL065_L_1973_03_007_01_1_PF_06,1973,ArdÃ¨che,non mentionnÃ©,non classé,4762,0,1,1,1,0.0,0.20999580008399835,0.20999580008399835,1.5,True,supranational
EL065_L_1973_03_007_02_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,3734,0,3,3,1,0.0,0.8034279592929834,0.2678093197643278,1.25,True,national
EL065_L_1973_03_007_02_1_PF_02,1973,ArdÃ¨che,non mentionnÃ©,non classé,2210,0,2,2,0,0.0,0.9049773755656109,0.0,1.0,False,national
EL065_L_1973_03_007_02_1_PF_03,1973,ArdÃ¨che,non mentionnÃ©,non classé,4091,0,2,2,0,0.0,0.48887802493277926,0.0,1.0,False,national
EL065_L_1973_03_007_02_1_PF_04,1973,ArdÃ¨che,Changement dans le calme,non classé,4008,0,1,1,2,0.0,0.249500998003992,0.499001996007984,1.6666666666666667,True,supranational
EL065_L_1973_03_007_03_1_PF_01,1973,ArdÃ¨che,Union populaire et victoire du programme commun,non classé,5781,0,3,3,0,0.0,0.5189413596263622,0.0,1.0,False,national
EL065_L_1973_03_007_03_1_PF_02,1973,ArdÃ¨che,non mentionnÃ©,non classé,3687,0,3,3,0,0.0,0.8136696501220505,0.0,1.0,False,national
EL065_L_1973_03_007_03_1_PF_03,1973,ArdÃ¨che,Soutien au/du PrÃ©sident de la RÃ©publique,non classé,5031,0,2,2,2,0.0,0.3975352812562115,0.3975352812562115,1.5,True,supranational
EL065_L_1973_03_007_03_1_PF_04,1973,ArdÃ¨che,non mentionnÃ©,non classé,7389,0,1,1,2,0.0,0.13533631073216942,0.27067262146433885,1.6666666666666667,True,supranational
EL065_L_1973_03_007_03_1_PF_05,1973,ArdÃ¨che,non mentionnÃ©,non classé,8014,0,6,6,4,0.0,0.7486897928624907,0.4991265285749938,1.4,True,national
EL065_L_1973_03_007_03_1_PF_06,1973,ArdÃ¨che,Centre national,centre,3358,0,4,4,1,0.0,1.1911852293031566,0.29779630732578916,1.2,True,national
EL065_L_1973_03_008_01_1_PF_01,1973,Ardennes,Union populaire et victoire du programme commun,non classé,6387,3,0,3,1,0.46970408642555195,0.0,0.1565680288085173,0.5,True,local
EL065_L_1973_03_008_01_1_PF_02,1973,Ardennes,non mentionnÃ©,non classé,4985,3,0,3,0,0.6018054162487462,0.0,0.0,0.0,False,local
EL065_L_1973_03_008_01_1_PF_03,1973,Ardennes,non mentionnÃ©,non classé,1165,3,0,3,0,2.575107296137339,0.0,0.0,0.0,False,local
EL065_L_1973_03_008_01_1_PF_04,1973,Ardennes,Changement dans le calme,non classé,918,0,0,0,2,0.0,0.0,2.178649237472767,2.0,True,supranational
EL065_L_1973_03_008_01_1_PF_05,1973,Ardennes,MajoritÃ©,non classé,1530,1,0,1,0,0.6535947712418301,0.0,0.0,0.0,False,local
EL065_L_1973_03_008_01_1_PF_06,1973,Ardennes,non mentionnÃ©,non classé,1271,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_008_02_1_PF_01,1973,Ardennes,non mentionnÃ©,non classé,2146,0,0,0,0,0.0,0.0,0.0,,False,inconnu
EL065_L_1973_03_008_02_1_PF_02,1973,Ardennes,Pouvoir aux travailleurs,gauche,4131,1,0,1,0,0.2420721374969741,0.0,0.0,0.0,False,local
EL065_L_1973_03_008_02_1_PF_03,1973,Ardennes,non mentionnÃ©,non classé,6227,4,0,4,3,0.6423638991488678,0.0,0.48177292436165087,0.8571428571428571,True,local
